name,ekmag,emw1,emw2,emw3,emw4,kmag,mur50,mw1,mw2,mw3,mw4,name,ukidsskflag,ukidsskmag,kmag_flag,sb_flag,wise_good,radeg,dedeg
rs0014,0.0796,0.0061388262547552586,0.0056328740902245045,0.07626170665025711,0.0,12.4037,19.164955,12.010346412658691,12.16889762878418,11.529417037963867,0.0,rs0014,   0,12.5352,True,True,True,135.58831,3.6157756
rs0015,0.0,0.08035009354352951,0.036358218640089035,0.17978771030902863,0.1499878317117691,0.0,20.557762,14.530048370361328,14.765522956848145,10.832112312316895,9.464430809020996,rs0015,   0,15.0623,True,True,True,135.78653,3.7221297
rs0016,0.5961,0.02034197747707367,0.027599811553955078,0.19964711368083954,2.328958034515381,13.963,23.306425,13.64765739440918,14.127204895019531,11.23748779296875,9.628528594970703,rs0016,   0,15.6057,True,False,True,136.40762,0.0034291832
rs0017,0.1262,0.004558386746793985,0.022675734013319016,0.016679612919688225,0.09836917370557785,13.0256,21.04578,12.574023246765137,12.374159812927246,9.320698738098145,7.65329122543335,rs0017,   0,13.0292,True,True,True,136.76981,3.1460842
rs0018,0.1692,0.0009816366946324706,0.001890753279440105,0.054171208292245865,0.3613126873970032,11.0502,19.702507,11.014225006103516,11.060074806213379,10.439791679382324,9.3987455368042,rs0018,   0,11.1627,True,True,True,137.17425,0.48476872
rs0019,0.1729,0.005673857405781746,0.040469974279403687,0.12799550592899323,0.056965865194797516,12.8569,21.629694,12.691523551940918,12.55457878112793,9.500798225402832,8.077728271484375,rs0019,   0,13.1513,True,True,True,137.22651000000002,1.4325999
rs0020,0.0,0.047416966408491135,0.1221829429268837,3.2924678325653076,2.4491817951202393,0.0,22.841114,14.61138916015625,14.905085563659668,10.894350051879883,9.45095157623291,rs0020,   0,15.6984,True,True,False,137.43918,1.7933351000000002
rs0021,0.1051,0.026605885475873947,0.030015267431735992,0.1458151787519455,0.2822515666484833,14.1513,21.08116,14.13318157196045,14.0443115234375,10.609647750854492,8.412480354309082,rs0021,   0,14.5777,True,True,True,137.47611,1.685438
rs0022,0.0359,0.0013039849000051618,0.0031094488222151995,0.0045861247926950455,0.01124983374029398,12.088,19.95874,11.888427734375,11.851085662841797,8.529263496398926,5.921719551086426,rs0022,   1,0.0,True,True,True,139.17565,0.20567181
rs0023,0.0,0.017,0.073,0.11599999999999999,0.39399999999999996,0.0,21.768486,16.983,17.582,16.154,15.269,rs0023,   0,14.7595,True,True,True,139.56846000000002,0.38512532
rs0024,1.0783,0.06137244030833244,0.488343209028244,4.1554388999938965,1.4484589099884033,14.2624,22.582933,15.066754341125488,14.742417335510254,10.272621154785156,10.62138557434082,rs0024,   0,15.4249,True,True,False,139.75673,0.17208327
rs0025,0.2419,0.060750335454940796,0.37235233187675476,0.10477786511182785,4.429704189300537,13.897,22.822674,12.486018180847168,11.67642879486084,11.67506217956543,8.341470718383789,rs0025,   1,0.0,True,True,True,139.77598,0.67765484
rs0026,0.0,0.047159742563962936,0.05045819282531738,2.7553374767303467,0.4675573408603668,0.0,22.074926,15.165499687194824,15.101696014404297,12.71277904510498,12.209179878234863,rs0026,   1,0.0,False,True,False,139.79325,1.0554768
rs0027,0.5721,0.004739361349493265,0.013165120966732502,0.07365692406892776,0.0,13.7444,21.614782,13.707918167114258,13.696452140808105,11.687131881713867,0.0,rs0027,   0,13.9185,True,True,True,139.92551,1.3259226999999998
rs0028,0.0,0.0463569276034832,0.045217592269182205,0.9900057911872864,3.3580894470214844,0.0,23.200607,14.939244270324707,15.213994026184082,13.981611251831055,9.569684028625488,rs0028,   1,0.0,False,False,True,139.93485,0.91350328
rs0029,0.0928,0.0008044224232435226,0.0019031953997910023,0.02708529494702816,0.10809968411922455,11.0716,19.265945,10.957161903381348,10.954730987548828,9.869186401367188,8.526047706604004,rs0029,   1,0.0,True,True,True,139.9799,0.94522724
rs0030,0.6835,0.0309759471565485,0.01548431720584631,0.020414195954799652,0.039705391973257065,12.9637,22.275005,12.50357723236084,12.768689155578613,9.363615036010742,8.049145698547363,rs0030,   1,0.0,True,True,True,139.99509,0.96095539
rs0031,0.201,0.0012964910129085183,0.003974486142396927,0.1264178305864334,0.0,11.7448,19.344543,11.691692352294922,11.661182403564453,11.223467826843262,0.0,rs0031,   1,0.0,True,True,True,139.99875,0.93103104
rs0032,0.1293,0.0006677002529613674,0.002084267558529973,0.023249123245477676,0.050044380128383636,9.7768,21.007616,9.23275375366211,9.329838752746582,8.392714500427246,6.647571563720703,rs0032,   0,9.7027,True,True,True,140.00888,1.0384216
rs0033,0.2102,0.004053586628288031,0.012076728977262974,0.07889607548713684,0.0,12.021,20.95155,12.038028717041016,12.061233520507812,10.597696304321289,0.0,rs0033,   0,12.2594,True,True,True,140.06497,1.288918
rs0034,0.0,0.02188628911972046,0.0791526585817337,3.6983225345611572,2.3845698833465576,0.0,23.57993,14.267577171325684,14.085430145263672,11.7725191116333,10.389999389648438,rs0034,   1,0.0,False,False,False,140.09161,0.82318083
rs0035,0.2645,0.036000000000000004,0.08800000000000001,0.29100000000000004,0.43,13.9514,22.153666,17.332,17.814,16.836,15.229000000000001,rs0035,   1,0.0,True,True,True,140.12388,1.8482145
rs0037,0.0,0.061277274042367935,0.2087922990322113,0.3566284477710724,3.0470504760742188,0.0,21.495857,15.466950416564941,15.029973983764648,14.683248519897461,9.892812728881836,rs0037,   1,0.0,False,True,True,140.13107,0.93713328
rs0038,0.8214,0.024004582315683365,0.0311942920088768,0.06908753514289856,0.0,13.1133,22.78141,13.466582298278809,13.453593254089355,11.466751098632812,0.0,rs0038,   0,13.8599,True,True,True,140.13863,0.72114441
rs0039,0.0,0.05810222402215004,0.1302039474248886,0.1338212788105011,2.511596202850342,0.0,21.733799,14.178696632385254,14.418329238891602,12.005229949951172,10.19439697265625,rs0039,   0,14.5287,True,True,True,140.14309,1.5511156
rs0040,0.0,0.06937240809202194,0.3364146947860718,0.15695153176784515,0.0,0.0,21.933784,14.440162658691406,14.203287124633789,12.42553424835205,0.0,rs0040,   1,0.0,False,True,True,140.15508,0.82288448
rs0041,0.8372,0.010794580914080143,0.033406052738428116,0.07040202617645264,0.0,13.9184,23.179745,13.902166366577148,14.064054489135742,11.311066627502441,0.0,rs0041,   0,14.4033,True,False,True,140.15998000000002,3.7565621
rs0042,0.3709,0.011168229393661022,0.025220457464456558,0.1761472523212433,0.0,13.4014,22.960274,13.938150405883789,14.102532386779785,12.30954360961914,0.0,rs0042,   1,0.0,True,True,True,140.19227,0.60492808
rs0043,0.0,0.03812820836901665,0.061335284262895584,0.7657429575920105,0.0,0.0,21.924995,16.12361717224121,15.757144927978516,14.797537803649902,0.0,rs0043,   0,15.6715,True,True,True,140.28602,0.080623476
rs0044,0.3725,0.001766921952366829,0.006212869193404913,0.05430604889988899,2.9156758785247803,12.1323,19.85332,11.971511840820312,11.952200889587402,10.737076759338379,7.9071221351623535,rs0044,   0,12.3108,True,True,True,140.29288,1.4727429
rs0045,0.382,0.03938811644911766,0.04709460213780403,0.274630069732666,2.0816502571105957,14.3293,21.768818,13.420453071594238,13.463937759399414,10.84559440612793,8.90786361694336,rs0045,   0,14.0164,True,True,True,140.3588,3.9189125
rs0046,0.0,0.01865263655781746,0.03633832931518555,0.0,2.432027578353882,0.0,23.206512,14.175037384033203,14.085593223571777,0.0,10.446966171264648,rs0046,   0,15.496,True,False,False,140.38936,1.5852213
rs1315,0.716,0.005659079644829035,0.015425166115164757,0.02065872773528099,0.15464994311332703,13.0573,19.991407,12.946080207824707,12.587787628173828,8.465136528015137,6.977776527404785,rs1315,   0,13.4413,True,True,True,140.43008,2.690941
rs0047,0.0,0.09949228912591934,0.09991306066513062,2.030388593673706,0.0,0.0,22.1255,14.670210838317871,15.113557815551758,12.949113845825195,0.0,rs0047,   0,15.3422,True,True,True,140.433,4.3741342
rs0048,0.1536,0.0024850473273545504,0.0040437085554003716,0.025028811767697334,0.018327122554183006,12.4669,21.309061,12.159543991088867,12.162625312805176,8.490233421325684,6.743340492248535,rs0048,   0,12.6842,True,True,True,140.58934,4.0613828000000005
rs0049,0.0767,0.0005529534537345171,0.0016948514385148883,0.040731195360422134,2.470493793487549,10.9352,19.379324,10.697179794311523,10.662310600280762,9.806828498840332,9.323148727416992,rs0049,   0,10.9384,True,True,True,140.73716000000002,1.4340595
rs1316,0.0,0.055243026465177536,0.16218960285186768,3.169459104537964,2.0847506523132324,0.0,22.278786,15.215920448303223,15.136252403259277,12.63768482208252,10.404367446899414,rs1316,   0,15.5845,True,True,False,140.75058,2.86871
rs0050,0.3182,0.0018222394865006208,0.004656125791370869,0.016325194388628006,0.038285139948129654,11.7218,22.339085,12.00560474395752,11.941222190856934,8.879181861877441,6.6952338218688965,rs0050,   0,12.0061,True,True,True,140.78336000000004,2.4859835
rs0051,0.1237,0.013417224399745464,0.03041951172053814,0.11223115026950836,0.2319699376821518,13.9117,20.857107,13.390641212463379,13.325620651245117,9.922272682189941,8.352493286132812,rs0051,   0,13.7768,True,True,True,140.80501999999996,2.0601969
rs0052,0.2011,0.003361535957083106,0.006809590384364128,0.08467470854520798,0.24476948380470276,13.0607,21.779976,12.465627670288086,12.361351013183594,9.22917366027832,7.3787031173706055,rs0052,   0,12.9438,True,True,True,140.80568,2.6014279
rs0053,0.057,0.00045631048851646483,0.0010598113294690847,0.0012821335112676024,0.004715521354228258,10.1708,20.560644,9.895865440368652,9.847640991210938,6.631497859954834,4.9227094650268555,rs0053,   1,0.0,True,True,True,140.9021,2.1365879
rs0054,1.2208,0.015231285244226456,0.014938071370124817,0.11439554393291473,0.10664156079292297,14.1105,23.740566,12.211151123046875,12.469502449035645,11.293889045715332,8.319365501403809,rs0054,   0,11.1167,True,False,True,140.94272,2.7527705
rs0055,0.1212,0.0015051113441586494,0.00543889170512557,0.006231725215911865,0.02208918146789074,11.9824,21.660357,12.092406272888184,11.897720336914062,8.511937141418457,6.58170747756958,rs0055,   0,12.3034,True,True,True,140.94981,2.1129865000000003
rs0056,0.3079,0.010655110701918602,0.04947976395487785,0.09213320165872574,0.04953417927026749,14.1275,21.13368,13.32405948638916,13.115351676940918,10.17827320098877,8.46354866027832,rs0056,   1,0.0,True,True,True,141.02698,2.0826509
rs0057,0.0,0.03777040168642998,0.264030784368515,2.914858818054199,7.468456268310547,0.0,21.06209,14.852208137512207,14.844696044921875,12.19593620300293,8.94156551361084,rs0057,   1,0.0,False,True,False,141.29437,1.6539066000000002
rs0058,0.0,0.9792632460594177,0.1488661915063858,0.0,0.0,0.0,22.641611,14.859864234924316,15.118557929992676,0.0,0.0,rs0058,   0,15.7246,True,True,False,141.35185,2.0637815
rs1317,0.0,0.059169016778469086,0.07776760309934616,6.124457836151123,48.276283264160156,0.0,22.34795,14.555609703063965,14.33186149597168,12.720504760742188,9.677032470703125,rs1317,   0,15.1115,True,True,False,141.37468,2.0783606
rs0059,0.0,0.1551969200372696,2.012979507446289,4.941794395446777,146.2235565185547,0.0,24.100122,15.225674629211426,14.728361129760742,9.126175880432129,8.168876647949219,rs0059,   1,0.0,False,False,False,141.395,2.3419177
rs0060,0.0,0.1026635691523552,0.26309090852737427,0.3515471816062927,2.9165291786193848,0.0,21.007517,15.351677894592285,15.047680854797363,12.526910781860352,9.281157493591309,rs0060,   0,15.3516,True,True,True,141.43215,3.1011083
rs1318,0.0293,0.0004362004983704537,0.0010921331122517586,0.0008014735067263246,0.0020407179836183786,10.9747,19.787193,10.638381004333496,10.47943115234375,6.64825963973999,4.53682279586792,rs1318,   0,10.9562,True,True,True,141.4457,2.2291941000000004
rs1319,0.0434,0.0004515433975029737,0.0009293334442190826,0.01980477198958397,0.0911174789071083,10.5511,19.792997,10.441932678222656,10.46882152557373,9.238239288330078,7.019169330596924,rs1319,   0,10.6372,True,True,True,141.44762,2.0896855
rs0062,0.1903,0.01456392277032137,0.07657058537006378,0.31161361932754517,0.25897839665412903,13.857,20.375542,14.234627723693848,14.042998313903809,10.950689315795898,8.862563133239746,rs0062,   0,14.2434,True,True,True,141.61758999999995,2.3003286
rs0063,0.1291,0.0007993838516995311,0.002687465865164995,0.020806755870580673,0.26151755452156067,11.8375,20.471632,11.694876670837402,11.619450569152832,10.185425758361816,8.086560249328613,rs0063,   1,0.0,True,True,True,141.68633,1.1544133
rs0064,0.0782,0.000829522090498358,0.0013879272155463696,0.002123146317899227,0.010487865656614304,11.0681,20.302826,10.981338500976562,10.875029563903809,7.268332481384277,5.451267719268799,rs0064,   0,11.3556,True,True,True,141.87005,3.9296624
rs0065,0.1783,0.01023348793387413,0.030915100127458572,0.08584553003311157,2.6343443393707275,13.996,22.392006,14.052702903747559,14.22851848602295,11.549099922180176,9.067562103271484,rs0065,   0,14.4389,True,True,True,141.87878,3.7115603
rs0066,0.0,0.09504567086696625,0.3531841039657593,0.0,0.0,0.0,22.301008,14.963047981262207,14.94681453704834,0.0,0.0,rs0066,   1,0.0,False,True,False,141.96251,3.4736154000000004
rs0067,0.0,0.0687829852104187,0.13779157400131226,0.17418989539146423,2.3614847660064697,0.0,21.964933,15.054112434387207,14.789397239685059,11.335917472839355,10.803543090820312,rs0067,   1,0.0,False,True,True,142.09091,1.7490278
rs0068,0.0,0.053924866020679474,0.06486827880144119,3.0316805839538574,9.999999944957273e+32,0.0,22.09344,15.049413681030273,15.11120891571045,11.348130226135254,6.764216423034668,rs0068,   1,0.0,False,True,False,142.12556,2.4336661
rs0069,0.0,0.05913524329662323,0.15721531212329865,3.14241361618042,0.0,0.0,22.155466,14.428373336791992,14.201225280761719,12.587313652038574,0.0,rs0069,   0,15.5158,True,True,False,142.31168,4.911962
rs0070,0.0,0.033901654183864594,0.05032693222165108,1.869852900505066,2.961972951889038,0.0,21.59255,15.04096794128418,15.07026195526123,13.531819343566895,9.751761436462402,rs0070,   0,15.1123,True,True,True,142.3566,0.35551819
rs0071,0.1162,0.011526575312018394,0.017130104824900627,0.10911888629198074,0.17879848182201385,14.0513,21.130522,13.746576309204102,13.707489967346191,11.989514350891113,8.712844848632812,rs0071,   0,13.9273,True,True,True,142.35921000000005,2.0707986000000003
rs1320,0.4892,0.0018870224012061954,0.0047020744532346725,0.09889519959688187,0.0,11.7495,19.47013,11.794044494628906,11.788820266723633,10.612085342407227,0.0,rs1320,   0,12.3865,True,True,True,142.42145,2.2056505
rs0072,0.197,0.023971617221832275,0.050568532198667526,3.6946206092834473,0.0,14.1229,20.735147,11.993424415588379,11.96606731414795,11.097926139831543,0.0,rs0072,   0,13.7175,True,True,False,142.44136,2.2016081
rs0073,0.0,0.011697295121848583,0.044776592403650284,35.64884948730469,16.959205627441406,0.0,22.796124,15.080779075622559,14.996094703674316,12.342499732971191,9.592798233032227,rs0073,   1,0.0,False,True,False,142.45561,2.1439588
rs0074,0.3421,0.03067171573638916,0.03873254731297493,0.11888933181762695,0.06304501742124557,14.2149,22.584267,13.510174751281738,13.604951858520508,10.47092342376709,8.450733184814453,rs0074,   0,14.8362,True,True,True,142.47187,2.160733
rs0075,0.2046,0.012647886760532856,0.050392355769872665,1.7290256023406982,0.0,13.1219,20.707607,12.735648155212402,12.614331245422363,12.724892616271973,0.0,rs0075,   1,0.0,True,True,True,142.47307,2.2803977000000004
rs0077,0.3254,0.002110994653776288,0.003962923772633076,0.010731161572039127,0.02748047560453415,11.2664,21.789574,10.984476089477539,10.864669799804688,7.105612754821777,5.195026397705078,rs0077,   0,11.6488,True,True,True,142.563,4.1440154
rs0078,0.0,0.07312941551208496,0.023597465828061104,0.3289808928966522,0.0,0.0,22.44909,13.831201553344727,14.572354316711426,12.148632049560547,0.0,rs0078,   0,14.7156,True,True,True,142.8163,4.6259589000000005
rs0080,0.0338,0.0004501320072449744,0.0010928924893960357,0.013185257092118263,0.42203569412231445,10.2244,19.342821,10.029769897460938,10.093280792236328,9.182037353515625,7.516695022583008,rs0080,   1,0.0,True,True,True,142.9234,4.500097
rs0081,0.0,0.0419604666531086,0.41735386848449707,2.5984721183776855,2.917107582092285,0.0,21.549965,14.392062187194824,14.446105003356934,11.594256401062012,9.089621543884277,rs0081,   0,15.2384,True,True,False,142.94449,1.0568086
rs0082,0.0,0.03935831040143967,0.16331930458545685,6.062580585479736,0.0,0.0,22.653942,14.821100234985352,14.110199928283691,11.63778018951416,0.0,rs0082,   0,14.9956,True,True,False,143.055,3.8027111
rs0083,0.0,0.09338940680027008,0.1518578827381134,0.2740361988544464,9.999999944957273e+32,0.0,24.184647,13.872076988220215,12.90320873260498,12.680049896240234,11.135248184204102,rs0083,   1,0.0,False,False,True,143.09598,2.5481473
rs0084,0.3373,0.007384441792964935,0.07145622372627258,0.09546120464801788,2.3280463218688965,14.4946,21.569311,14.304932594299316,13.952018737792969,11.015164375305176,9.239509582519531,rs0084,   0,14.6224,True,True,True,143.46913,3.1232543
rs0085,0.3435,0.005699828267097473,0.021219024434685707,0.027911970391869545,0.06109621375799179,13.4451,22.10192,12.955745697021484,12.961813926696777,10.040827751159668,7.646409034729004,rs0085,   0,13.4244,True,True,True,143.50184,2.477226700000001
rs0086,0.0,0.03345940634608269,0.08581407368183136,0.0,0.0,0.0,24.019474,14.288566589355469,14.525629997253418,0.0,0.0,rs0086,   0,14.6351,True,False,False,143.51708,0.38376827
rs0088,0.0,0.017751755192875862,0.008405320346355438,0.028503401204943657,0.33200573921203613,0.0,21.383762,13.110383033752441,13.244050979614258,9.6552095413208,6.70805549621582,rs0088,   0,13.9322,True,True,True,143.5436,0.2579964
rs0087,0.0296,0.0004219141264911741,0.0007725954637862742,0.0006182264187373221,0.0014718440361320972,11.2444,19.50174,10.641875267028809,10.409026145935059,6.306407451629639,3.884758234024048,rs0087,   0,11.2671,True,True,True,143.54399999999995,0.24167741
rs0089,0.3673,0.0007501502986997366,0.0017203167080879211,0.00410837447270751,0.011095837689936161,11.9556,20.728374,11.265862464904785,11.185698509216309,7.586696624755859,5.881768226623535,rs0089,   1,0.0,True,True,True,143.64269,0.08969325800000001
rs0090,0.3416,0.020696189254522324,0.09076624363660812,0.16316506266593933,2.5101263523101807,13.7189,21.23481,14.260252952575684,13.948050498962402,11.963142395019531,9.43985366821289,rs0090,   0,14.6571,True,True,True,143.65431999999996,0.046154029000000006
rs0091,0.1355,0.0029332295525819063,0.007481235545128584,0.049120210111141205,0.0,12.2107,20.075342,11.798093795776367,11.92392635345459,11.233356475830078,0.0,rs0091,   0,12.2412,True,True,True,143.6907,3.0963995
rs0092,0.5162,0.005039985291659832,0.010736572556197643,0.030996233224868774,6.406681060791016,12.7842,21.0682,13.383846282958984,13.548534393310547,10.728407859802246,8.318520545959473,rs0092,   0,13.3978,True,True,True,143.76397,4.690371099999999
rs0093,0.5237,0.005857478361576796,0.011951121501624584,0.029876187443733215,0.03566856309771538,13.0535,21.437052,12.520004272460938,12.534677505493164,9.353250503540039,7.436785697937012,rs0093,   0,12.8663,True,True,True,143.9687,4.0167796
rs0094,0.3303,0.00697657186537981,0.05025904253125191,0.015651067718863487,0.035341884940862656,13.1387,21.760513,12.491515159606934,12.002249717712402,9.277928352355957,7.474165916442871,rs0094,   0,12.9639,True,True,True,144.02917,3.0115607000000004
rs0095,0.0,0.055922865867614746,0.07846563309431076,0.6799872517585754,2.914647102355957,0.0,21.385412,14.617730140686035,14.566125869750977,11.180459976196289,9.407008171081543,rs0095,   1,0.0,False,True,True,144.11164,1.1917074
rs0096,0.0569,0.002005812479183078,0.00340402708388865,0.004774262197315693,0.01239341776818037,11.7172,20.296232,11.452110290527344,11.329639434814453,7.559290885925293,5.65857458114624,rs0096,   0,11.903,True,True,True,144.1474,1.1165527
rs0097,0.1558,0.004338192753493786,0.010801277123391628,0.016202107071876526,0.026363084092736244,13.089,22.245235,13.030109405517578,12.858591079711914,10.030130386352539,7.2013115882873535,rs0097,   1,0.0,True,True,True,144.16601,0.40727285
rs0098,0.1644,0.005616337992250919,0.015410304069519043,0.1946573108434677,0.10491876304149628,13.4832,21.00236,13.174466133117676,13.13094711303711,9.386898040771484,8.389968872070312,rs0098,   0,13.4842,True,True,True,144.16969,2.7035729
rs0099,0.0,0.23669861257076263,0.057935770601034164,0.6557857990264893,25.712060928344727,0.0,22.808525,14.688299179077148,15.059428215026855,13.599285125732422,9.430294036865234,rs0099,   1,0.0,False,True,True,144.24945,4.5201502
rs0100,0.0275,0.0,0.0,0.0,0.0,9.8518,20.817202,0.0,0.0,0.0,0.0,rs0100,   0,9.8893,True,True,False,144.43308000000005,2.7590813
rs0101,0.0159,0.0,0.0,0.0,0.0,10.5057,19.13287,0.0,0.0,0.0,0.0,rs0101,   0,10.549,True,True,False,144.43759,2.7476
rs0102,0.0,0.0,0.0,0.0,0.0,0.0,21.280565,0.0,0.0,0.0,0.0,rs0102,   0,15.0495,True,True,False,144.44686000000004,2.7360134
rs0103,0.0862,0.0,0.0,0.0,0.0,12.4835,20.851286,0.0,0.0,0.0,0.0,rs0103,   0,12.6221,True,True,False,144.48956,3.4629752000000003
rs0104,0.4649,0.03460241109132767,0.1856432557106018,0.08016593009233475,0.11291424930095673,12.7765,21.1374,12.956260681152344,12.61791706085205,10.510342597961426,7.761619567871094,rs0104,   0,13.7247,True,True,True,144.54505,3.0789578
rs0105,0.0,0.015487921424210072,0.16290554404258728,0.10533788055181503,0.5909469723701477,0.0,22.297924,14.318117141723633,13.910420417785645,11.170042991638184,10.109699249267578,rs0105,   0,14.6512,True,True,True,144.56213,4.1527155
rs0106,3.5084,0.04244992509484291,0.07510711997747421,4.550889492034912,2.7190661430358887,12.7144,23.709675,14.143223762512207,14.518664360046387,12.162123680114746,10.46363353729248,rs0106,   0,13.9588,True,False,False,144.57291,4.080615600000002
rs0107,0.1345,0.0005381146911531687,0.0008270238758996129,0.00176237802952528,0.009750857949256897,11.1462,20.564384,10.641986846923828,10.436650276184082,6.69852352142334,4.748513698577881,rs0107,   0,11.0466,True,True,True,144.57644,4.0942693
rs0108,0.1937,0.004659359809011221,0.0109925027936697,0.10856664180755615,0.17184410989284515,13.8333,20.09988,13.909358978271484,13.852277755737305,11.66989517211914,8.499829292297363,rs0108,   0,14.0135,True,True,True,144.59931,4.0147116
rs0109,0.0227,0.0005446773138828576,0.0011011614697054029,0.008129513822495937,0.02295980416238308,10.8779,20.126457,10.50952434539795,10.365204811096191,7.962390899658203,6.195929527282715,rs0109,   0,10.9884,True,True,True,144.62787,2.5733752999999995
rs0110,0.0,0.08410340547561646,1.1646865606307983,0.0,0.0,0.0,21.345436,13.927226066589355,12.796989440917969,0.0,0.0,rs0110,   0,15.4966,True,True,False,144.64889,2.668195
rs0111,0.0,0.2930106520652771,0.5394206047058105,0.0,5.052813529968262,0.0,22.527931,12.572450637817383,12.634011268615723,0.0,9.062994003295898,rs0111,   1,0.0,False,True,False,144.7537,4.721476
rs1321,0.0,0.03354598581790924,0.108793243765831,2.3509435653686523,12.42674446105957,0.0,21.73789,15.267109870910645,15.122114181518555,12.796163558959961,9.940373420715332,rs1321,   1,0.0,False,True,True,144.789,0.98447536
rs0112,0.061,0.0,0.0,0.0,0.0,9.7255,20.11126,0.0,0.0,0.0,0.0,rs0112,   1,0.0,True,True,False,145.15155,3.5770704
rs1322,0.0,0.0,0.0,0.0,0.0,0.0,21.735176,0.0,0.0,0.0,0.0,rs1322,   0,14.8233,True,True,False,145.31611,1.5232621000000002
rs0113,0.1181,0.0008250117534771562,0.0017592371441423893,0.003179610474035144,0.006829353515058756,11.5887,20.855572,11.452564239501953,11.337286949157715,8.099296569824219,5.810007095336914,rs0113,   0,11.7888,True,True,True,145.47958,1.3188518
rs0114,0.1237,0.0076445103622972965,0.020805437117815018,0.01860119216144085,0.03657495602965355,13.2989,22.140495,12.900824546813965,12.711244583129883,9.283003807067871,7.775555610656738,rs0114,   0,13.3037,True,True,True,145.61328,3.3468344
rs0115,0.0,0.931477427482605,1.1124500036239624,382.1562194824219,2.104043960571289,0.0,23.773487,12.113419532775879,13.120399475097656,13.905783653259277,10.656309127807617,rs0115,   0,16.2045,True,False,False,145.65783000000005,1.3006654
rs0117,0.0955,0.004234087187796831,0.006571490783244371,0.037274762988090515,0.100421242415905,11.9915,20.686169,11.640471458435059,11.891019821166992,9.602555274963379,7.374448776245117,rs0117,   0,11.9206,True,True,True,145.78194,3.4301278
rs0118,0.3883,0.0,0.0,0.0,0.0,13.0856,22.637535,0.0,0.0,0.0,0.0,rs0118,   0,14.023,True,True,False,145.78542,3.940351600000001
