name,mw3w,mw4w,groupcz,deextrestnuvmag,sfr_nuv,sfr_nuv_wisew
"rf0062",0.00000,0.00000,5399.50,-16.4117,0.1517964588930327,0.1517964588930327
"rf0063",0.00000,0.00000,4748.70,-16.0597,0.1097565953668514,0.1097565953668514
"rf0064",0.00000,0.00000,5818.40,-20.3029,5.466526959875036,5.466526959875036
"rf0065",0.00000,0.00000,4692.50,-16.1118,0.1151518929741846,0.1151518929741846
"rf0066",0.00000,0.00000,4735.70,-16.6100,0.1822004205645884,0.1822004205645884
"rf0067",0.00000,0.00000,5686.40,-16.9123,0.2406944452052362,0.2406944452052362
"rf0068",0.00000,0.00000,5516.00,-19.6980,3.131569325195980,3.131569325195980
"rf0069",13.5051,5.27211,4600.40,-17.2146,0.3179798653449576,0.3179798653449576
"rf0070",0.00000,0.00000,5279.50,-15.8732,0.09243347255455754,0.09243347255455754
"rf0071",0.00000,0.00000,5548.80,-15.8985,0.09461956127009803,0.09461956127009803
"rf0072",0.00000,0.00000,5462.25,-15.9458,0.09883089075138198,0.09883089075138198
"rf0073",0.00000,0.00000,5462.25,-15.8859,0.09352062899236485,0.09352062899236485
"rf0074",0.00000,0.00000,5398.40,-16.3001,0.1369597714252966,0.1369597714252966
"rf0075",8.83339,6.59700,5591.20,-13.5515,0.01089356914896611,0.01089356914896611
"rf0076",11.9548,8.72276,5611.20,-15.9584,0.09997886882238365,0.09997886882238365
"rf0077",10.0431,7.57063,5644.70,-14.7198,0.03195206277412349,0.03195206277412349
"rf0078",13.2015,7.57063,5573.30,-13.7708,0.01333117965075163,0.01333117965075163
"rf0079",11.2136,9.38803,5320.23,-13.9385,0.01555868621533133,0.01555868621533133
"rf0080",8.90977,6.84772,5363.10,-14.8907,0.03739608707662102,0.03739608707662102
"rf0081",9.93812,7.48571,5320.23,-19.0014,1.648669185702959,1.648669185702959
"rf0082",11.3412,9.63906,5320.23,-15.3915,0.05931380477969217,0.05931380477969217
"rf0083",11.3267,8.81765,5320.23,-16.4901,0.1631514655750147,0.1631514655750147
"rf0084",8.80737,6.36467,5320.23,-16.5553,0.1732522689868783,0.3649648890448745
"rf0085",10.1478,8.80398,5320.23,-16.5814,0.1774706843086551,0.1774706843086551
"rf0086",10.1478,8.80398,5320.23,-16.6910,0.1963257801511319,0.1963257801511319
"rf0087",10.9809,8.50945,5661.05,-16.0016,0.1040426276034815,0.1333641569646168
"rf0088",0.00000,8.33690,5497.65,-17.3415,0.3574216666179364,0.3574216666179364
"rf0089",10.8786,10.3784,5497.65,-16.6559,0.1900812316531047,0.1900812316531047
"rf0090",12.1459,9.91640,5226.82,-17.7490,0.5201730313759704,0.5201730313759704
"rf0091",11.6722,8.92140,5226.82,-20.1715,4.843476887198535,4.843476887198535
"rf0092",8.53827,6.24157,5661.05,-19.3063,2.183255798863425,2.543856163594367
"rf0093",8.96761,6.88760,5661.05,-16.5282,0.1689879910534348,0.3562670503982603
"rf0094",8.96107,6.40837,5226.82,-15.4888,0.06487371617825538,0.06487371617825538
"rf0095",0.00000,0.00000,5320.23,-17.1960,0.3125721595853032,0.3125721595853032
"rf0096",13.6964,10.0540,5661.05,-17.8073,0.5488909775376564,0.5488909775376564
"rf0097",8.54175,5.54070,5226.82,-17.8195,0.5551146584248695,1.275417078102318
"rf0098",8.05674,6.32750,5661.05,-16.5097,0.1661339466085267,0.5874914078363436
"rf0099",10.9436,8.99907,5910.50,-18.9794,1.615611009760911,1.648689749851535
"rf0100",11.5444,8.99907,5226.82,-17.7472,0.5193403083397390,0.5193403083397390
"rf0101",11.5444,9.87234,5226.82,-16.2413,0.1297489057337114,0.1297489057337114
"rf0102",12.3221,8.31052,6041.90,-16.3550,0.1440678960351357,0.1440678960351357
"rf0103",10.5711,9.77505,5425.30,-21.0563,10.94185412146414,10.98113141058563
"rf0104",12.8254,8.90085,5408.40,-17.0564,0.2748817191728561,0.2748817191728561
"rf0105",13.2288,8.90085,6014.30,-13.2455,0.008217616501869564,0.008217616501869564
"rf0106",10.0976,6.06551,5308.20,-18.6257,1.166360935563311,1.166360935563311
"rf0107",13.0285,6.06551,5291.30,-16.9231,0.2431227405711815,0.2431227405711815
"rf0108",11.9228,8.54743,5975.40,-17.2710,0.3349250031578842,0.3349250031578842
"rf0109",9.29061,7.05469,5564.30,-15.7204,0.08030282469173072,0.2146768174321876
"rf0110",10.9603,9.13271,6132.50,-16.9430,0.2475984195840928,0.2475984195840928
"rf0111",11.2684,8.77468,5365.07,-17.1567,0.3014850836953673,0.3216937647594061
"rf0112",11.1922,8.31814,5365.07,-16.7420,0.2057624733191170,0.2057624733191170
"rf0113",7.53523,5.81571,5365.07,-13.0666,0.006969580537380298,0.6361804631444311
"rf0114",9.19455,6.76581,5510.44,-17.1455,0.2983910791253133,0.2983910791253133
"rf0115",10.9952,8.35006,5510.44,-15.8759,0.09266402393358905,0.1200806328673225
"rf0116",10.8235,12.0358,5510.44,-18.3355,0.8927917954395118,0.8927917954395118
"rf0117",11.7217,8.81639,5280.40,-16.7444,0.2062205828511018,0.2062205828511018
"rf0118",12.1709,8.81639,5879.20,-17.0979,0.2855768301740776,0.2855768301740776
"rf0119",11.6638,9.24450,5605.60,-18.3395,0.8961008571888580,0.8961008571888580
"rf0120",11.6638,10.8196,5242.30,-15.6450,0.07491460063248195,0.07491460063248195
"rf0121",0.00000,10.8196,5265.90,-16.6025,0.1809595640118735,0.1809595640118735
"rf0122",11.8064,9.00259,5610.20,-17.0368,0.2699469356312253,0.2699469356312253
"rf0123",12.9612,10.6673,5291.70,-14.8955,0.03756464943713730,0.03756464943713730
"rf0124",6.61095,3.46515,5792.80,-18.5505,1.088349877625420,4.939877574578732
"rf0125",8.29107,6.68271,5579.70,-18.7857,1.351590348166961,1.664579547014241
"rf0126",9.01727,6.42690,5396.40,-16.5277,0.1689126220014666,0.4199200101901301
"rf0127",9.75929,8.38806,5755.20,-16.5031,0.1651179123708987,0.2435053083738676
"rf0128",10.5137,7.53757,5420.50,-17.1827,0.3087801419769812,0.3910152853158080
"rf0129",9.19497,7.29291,4642.90,-15.3382,0.05647507225383837,0.1586467143775972
"rf0130",9.55255,7.60324,5620.70,-13.1679,0.007651397636367773,0.1238241584165367
"rf0131",11.0623,9.12740,5620.70,-17.7483,0.5198660091090119,0.5198660091090119
"rf0132",8.41644,6.18676,5620.70,-17.2964,0.3428761941245701,0.7259412540797938
"rf0133",8.60894,7.00004,5402.83,-19.0391,1.706850438968042,1.925880116348819
"rf0134",8.50037,7.34531,5832.50,-16.5381,0.1705273894173159,0.1705273894173159
"rf0135",12.5112,0.00000,5402.83,-16.0432,0.1081017529050305,0.1081017529050305
"rf0136",12.5112,9.90015,5402.83,-15.0226,0.04222827001287987,0.04222827001287987
"rf0137",12.7103,11.8552,5402.83,-20.4283,6.136217280906881,6.136217280906881
"rf0138",7.95871,5.53155,5402.83,-19.8459,3.588750540425544,4.192828585533975
"rf0139",9.35484,8.80397,5730.70,-18.4500,0.9921071986721403,1.126451363341705
"rf0140",8.74647,6.68227,5402.83,-17.7148,0.5040703859986444,0.7430990655377047
"rf0141",8.74647,6.68227,4627.60,-14.6914,0.03112704607950558,0.03112704607950558
"rf0142",11.0552,6.68227,5402.83,-15.9142,0.09599547928253384,0.3649351416997016
"rf0143",10.4644,10.3895,5778.50,-15.6444,0.07486973002692043,0.07486973002692043
"rf0144",7.94265,6.54400,5264.10,-16.9653,0.2527428517695546,0.6058459173784585
"rf0145",9.39890,7.75018,5493.90,-17.3928,0.3746858560295132,0.4859629958486891
"rf0146",10.2410,8.91769,5373.60,-19.2970,2.164505335124294,2.164505335124294
"rf0147",8.20587,6.64380,4738.20,-18.9360,1.552233580521238,1.791692929945364
"rf0148",7.76409,5.74904,5782.70,-18.5674,1.105418287274939,1.833140673147707
"rf0149",10.9675,5.74904,5373.60,-18.3457,0.9012666262557226,1.228839275982962
"rf0150",6.98676,5.28981,4738.20,-18.0488,0.6856391761320936,1.465200770000856
"rf0151",0.00000,0.00000,5806.85,-19.5883,2.830774229658785,2.830774229658785
"rf0152",12.1672,9.01179,5806.85,-16.2004,0.1249423342994973,0.1249423342994973
"rf0153",11.7388,10.0365,5314.60,-15.9224,0.09671962548793012,0.09671962548793012
"rf0154",10.1804,8.20795,5652.30,-17.7074,0.5006268844499282,0.5006268844499282
"rf0155",10.9615,0.00000,5188.90,-17.2081,0.3160796162921059,0.3160796162921059
"rf0156",9.81582,7.40992,5787.60,-16.5856,0.1781579023253143,0.2677785655305899
"rf0157",13.8514,10.2352,5840.80,-17.4869,0.4086173888956862,0.4086173888956862
"rf0158",9.70838,7.57158,5359.10,-17.1744,0.3064144285796321,0.3064144285796321
"rf0160",9.32607,7.28308,5316.30,-15.5013,0.06562599893142110,0.1843476912335216
"rf0161",11.1917,8.88810,5316.30,-17.3662,0.3656384026313559,0.3656384026313559
"rf0162",12.3260,9.31171,5417.40,-15.8097,0.08718927062036673,0.08718927062036673
"rf0163",9.83827,8.82504,4492.50,-18.2138,0.7981233662606393,0.7981233662606393
"rf0164",7.45020,5.52459,5676.80,-15.9772,0.1017312725359409,0.9138356561313570
"rf0165",0.00000,0.00000,5622.40,-16.0324,0.1070397352555668,0.1070397352555668
"rf0166",7.00131,4.89675,5320.50,-17.8204,0.5555322048070777,1.906124092499895
"rf0167",9.28622,5.77470,5890.90,-16.7389,0.2051769645509962,0.6495723134645792
"rf0168",0.00000,8.37210,5257.35,-13.1435,0.007481266828669634,0.007481266828669634
"rf0169",12.0994,10.5558,6032.20,-17.7877,0.5390504275504966,0.5390504275504966
"rf0170",8.81900,6.48508,5427.40,-18.7675,1.329155526912618,1.590571047208518
"rf0171",10.3881,8.35136,5257.35,-13.6273,0.01168078011894922,0.01168078011894922
"rf0172",11.9079,8.35136,5360.06,-16.7719,0.2115120513394967,0.2115120513394967
"rf0173",9.43695,7.13651,5350.00,-19.1627,1.912703758584460,2.021262318228209
"rf0174",9.17901,8.16808,5360.06,-15.9187,0.09639564698108428,0.09639564698108428
"rf0175",11.8145,8.16808,5360.06,-17.4956,0.4119255780605733,0.4119255780605733
"rf0176",8.41572,6.15745,5595.70,-19.3104,2.191371379454872,2.577365624184713
"rf0177",11.2246,9.52365,5477.04,-14.8050,0.03455881013404848,0.03455881013404848
"rf0178",7.95987,5.86698,5689.50,-16.7610,0.2093863001890379,0.7646381590089011
"rf0179",12.3899,0.00000,5477.04,-16.6212,0.1840967542608008,0.1840967542608008
"rf0180",9.35259,7.22103,5172.40,-17.7284,0.5104004954814345,0.6402705168708326
"rf0181",0.00000,0.00000,6281.50,-16.7913,0.2153135446450139,0.2153135446450139
"rf0182",0.00000,0.00000,5441.17,-16.7197,0.2015785326177628,0.2015785326177628
"rf0183",13.2804,10.1502,4823.00,-18.2513,0.8262309537293033,0.8262309537293033
"rf0184",0.00000,0.00000,5441.17,-15.3615,0.05770003488333113,0.05770003488333113
"rf0185",13.5121,10.1502,5441.17,-15.9704,0.1010911682855591,0.1010911682855591
"rf0186",13.5121,9.87126,4997.10,-16.5067,0.1656705507747774,0.1656705507747774
"rf0187",0.00000,0.00000,5990.20,-16.3597,0.1446862604677241,0.1446862604677241
"rf0188",0.00000,0.00000,5441.17,-16.8007,0.2171962994440116,0.2171962994440116
"rf0189",10.0860,8.31183,5441.17,-18.4593,1.000652322434445,1.000652322434445
"rf0190",11.1602,8.39097,6389.20,-16.4844,0.1622955842724179,0.1939597808102868
"rf0191",8.65560,6.84450,5476.95,-18.7074,1.257566657765822,1.493400531875343
"rf0192",10.6610,8.59692,5197.80,-15.6292,0.07383201890899402,0.07383201890899402
"rf0193",8.14960,6.41643,5944.90,-18.0810,0.7062876867166431,1.133621183716220
"rf0194",0.00000,0.00000,5441.17,-15.3177,0.05541485222965457,0.05541485222965457
"rf0195",10.8280,9.32261,6053.20,-14.9311,0.03881480886172652,0.03881480886172652
"rf0196",0.00000,0.00000,5441.17,-18.1452,0.7492531985564133,0.7492531985564133
"rf0197",12.5381,9.60454,6198.20,-16.3000,0.1369535166866307,0.1369535166866307
"rf0198",11.7171,9.21831,5389.00,-17.8934,0.5941940352033935,0.5941940352033935
"rf0199",11.7171,7.72761,5536.80,-17.7121,0.5027897757407652,0.5027897757407652
"rf0200",0.00000,0.00000,5967.20,-16.6607,0.1909165364125852,0.1909165364125852
"rf0201",10.3586,8.65858,6472.10,-17.6234,0.4633685861522454,0.5313526266794013
"rf0202",12.6521,8.61791,4466.20,-16.6445,0.1880902078749100,0.1880902078749100
"rf0203",11.8044,8.61791,5509.30,-18.5423,1.080174783058840,1.080174783058840
"rf0204",13.5746,8.62712,6339.60,-16.5334,0.1697938341364765,0.1697938341364765
"rf0205",7.62271,5.67370,5203.56,-15.9927,0.1031953694195325,0.6920345459238598
"rf0206",6.62144,5.93223,5639.20,-12.7217,0.005072911166113804,0.005072911166113804
"rf0207",11.9504,5.93223,6000.80,-16.2937,0.1361642790263884,0.1361642790263884
"rf0208",11.9504,10.2772,5431.20,-12.5020,0.004143616537452439,0.004143616537452439
"rf0209",0.00000,0.00000,5203.56,-17.5551,0.4351227227872965,0.4351227227872965
"rf0210",10.9890,9.20490,5078.72,-17.7298,0.5110572518222419,0.5110572518222419
"rf0211",12.7064,9.37944,5659.80,-16.3557,0.1441544934848957,0.1441544934848957
"rf0212",12.7064,8.14319,5203.56,-12.7656,0.005281901603900695,0.005281901603900695
"rf0213",0.00000,0.00000,4529.40,-17.0306,0.2684138863470813,0.2684138863470813
"rf0214",10.4029,8.46142,5681.60,-18.5553,1.093117249671041,1.093117249671041
"rf0215",0.00000,0.00000,5203.56,-16.2602,0.1320163601719639,0.1320163601719639
"rf0216",9.72520,7.52206,5659.80,-18.6749,1.220496728162917,1.335167741706411
"rf0217",12.1143,9.10943,5078.72,-18.5831,1.121567590675188,1.129875916971673
"rf0218",10.7984,8.62182,5078.72,-16.5471,0.1719526793430245,0.1719526793430245
"rf0219",8.99325,7.64765,5784.50,-16.7140,0.2005147590840079,0.2005147590840079
"rf0220",12.5017,7.64765,5773.70,-16.1639,0.1208115677236195,0.1208115677236195
"rf0221",7.49417,5.98685,5625.00,-17.1724,0.3058723096144854,1.024188770617440
"rf0222",9.22299,7.54237,5564.50,-16.4269,0.1539286088704697,0.1539286088704697
"rf0223",0.00000,0.00000,4989.60,-16.7794,0.2129751399789594,0.2129751399789594
"rf0224",0.00000,0.00000,5270.20,-15.9754,0.1015564696665091,0.1015564696665091
"rf0225",10.7554,9.05820,5206.70,-15.1728,0.04849423622956438,0.04849423622956438
"rf0226",10.4718,9.37241,5537.70,-17.6936,0.4943294126754126,0.4943294126754126
"rf0227",9.87071,7.28491,5513.70,-16.5000,0.1646591016676137,0.1646591016676137
"rf0228",12.0990,10.1236,5220.30,-17.2439,0.3266722615262262,0.3266722615262262
"rf0229",11.6148,10.1236,4803.35,-17.7232,0.5079942953577147,0.5197680107120982
"rf0230",10.4256,8.40560,4803.35,-19.3719,2.319050090113568,2.319050090113568
"rf0231",12.2431,11.0559,5629.00,-14.9494,0.03947419182217442,0.03947419182217442
"rf0232",12.2431,11.0559,5484.06,-16.2579,0.1317406768252896,0.1317406768252896
"rf0233",6.84681,5.17837,5484.06,-17.3865,0.3725187294015518,1.545761858247071
"rf0234",0.00000,0.00000,5484.06,-17.4233,0.3853776972261102,0.3853776972261102
"rf0235",12.4349,9.33913,4761.40,-18.3089,0.8712398211699217,0.8712398211699217
"rf0236",0.00000,0.00000,5014.40,-16.4802,0.1616826455816756,0.1616826455816756
"rf0237",7.13257,5.30927,4718.80,-14.4983,0.02605509249842307,0.7419855824960967
"rf0238",7.13257,8.10406,5055.10,-17.0742,0.2794104841098504,1.088820143353126
"rf0239",0.00000,0.00000,4833.69,-16.2087,0.1259083022124876,0.1259083022124876
"rf0240",0.00000,0.00000,4833.69,-16.6937,0.1968023127890821,0.1968023127890821
"rf0241",12.9781,10.1439,5846.60,-15.2232,0.05079812995289934,0.05079812995289934
"rf0242",0.00000,0.00000,4833.69,-16.2337,0.1288394536907450,0.1288394536907450
"rf0243",12.9781,9.45296,4833.69,-15.6719,0.07679394281895768,0.07679394281895768
"rf0244",8.52584,6.23708,4833.69,-16.3482,0.1431626798996792,0.3482603111264285
"rf0245",10.8414,8.01485,4833.69,-15.2474,0.05194474961720662,0.07625277946426044
"rf0246",10.3466,8.81804,5086.50,-15.1925,0.04938298548777700,0.04938298548777700
"rf0247",11.4389,10.7819,5309.60,-16.6479,0.1886812699456081,0.2055967767667347
"rf0248",8.21259,6.33995,5259.50,-19.3588,2.291399172323172,2.628078938227632
"rf0249",6.66882,3.71296,5245.70,-16.9282,0.2442528858792310,1.580285202781230
"rf0250",11.9895,9.68487,5766.60,-17.0260,0.2672677047734191,0.2792837613069926
"rf0251",9.28258,7.43288,4995.00,-20.0927,4.504607107949655,4.616722472636724
"rf0252",12.0610,9.80127,5183.34,-20.4912,6.502140495501391,6.502140495501391
"rf0253",11.0733,9.81810,5183.34,-16.3827,0.1477926117127017,0.1703678032294448
"rf0254",9.71329,7.37882,5064.10,-16.0684,0.1106389813162318,0.1860482818576753
"rf0255",12.2151,7.37882,5499.80,-14.9246,0.03858529338914685,0.03858529338914685
"rf0256",8.02632,6.14274,5275.70,-15.5869,0.07100953605703159,0.4752794567289746
"rf0257",11.8390,8.76213,5458.40,-17.7396,0.5156982866359897,0.5156982866359897
"rf0258",8.46285,6.83195,5255.70,-15.6585,0.07585098879162176,0.3151873780854008
"rf0259",10.6434,8.63786,5480.70,-15.6104,0.07256173015301839,0.07256173015301839
"rf0260",11.0981,8.06760,5607.00,-15.7762,0.08453862631506144,0.08453862631506144
"rf0261",11.2587,8.06760,5565.40,-18.9227,1.533337761042339,1.533337761042339
"rf0262",13.4999,0.00000,5550.55,-17.3598,0.3634890522059886,0.3634890522059886
"rf0263",10.1695,7.97287,5550.55,-18.7806,1.345222902254260,1.404738013690337
"rf0264",8.72012,5.93743,5369.90,-16.5317,0.1695345421008465,0.5391469728905272
"rf0265",11.6236,9.37298,5157.80,-16.8384,0.2248730047915279,0.2383388765352699
"rf0266",10.6185,0.00000,5726.00,-17.9350,0.6174062073718938,0.6174062073718938
"rf0267",7.16805,4.88776,4928.77,-19.6330,2.949513361361574,3.906213387425863
"rf0268",11.4240,9.24900,4928.77,-18.7365,1.291771235216748,1.291771235216748
"rf0269",11.2609,9.09884,5940.70,-17.6719,0.4845332149603709,0.4845332149603709
"rf0270",9.18882,7.31587,4928.77,-19.5956,2.849874571523348,2.849874571523348
"rf0271",9.82004,8.89094,5712.23,-16.3465,0.1429410321687121,0.2060798025250762
"rf0272",12.5849,8.89094,4928.77,-15.7237,0.08054978368995394,0.1098198039950545
"rf0273",12.6284,9.52952,4524.00,-16.9742,0.2548383050531747,0.2548383050531747
"rf0274",10.8492,8.91387,4928.77,-17.9040,0.6000366767270524,0.6000366767270524
"rf0275",13.1310,11.3406,5712.23,-16.7506,0.2073933334978616,0.2073933334978616
"rf0276",15.9635,12.2944,5712.23,-17.9331,0.6163096141778266,0.6163096141778266
"rf0277",8.69120,7.21897,5712.23,-18.4735,1.013831147210096,1.259794672058850
"rf0278",11.7936,9.60659,4664.40,-17.2620,0.3321803426500239,0.3321803426500239
"rf0279",12.1332,9.60659,5004.90,-15.3681,0.05805172797868919,0.05805172797868919
"rf0280",12.6755,13.3892,5368.10,-16.6861,0.1954290604066563,0.1954290604066563
"rf0281",10.3946,8.87784,6838.45,-17.8048,0.5476388909750048,0.6210595865658769
"rf0282",12.0027,10.5044,5241.30,-17.1543,0.3008174227688283,0.3008174227688283
"rf0283",6.97500,4.67946,6807.70,-17.6024,0.4544939880308004,2.653651527743099
"rf0284",11.1870,8.38863,4523.80,-15.9170,0.09624082077354874,0.1117265904513159
"rf0285",11.5457,7.96004,5073.80,-18.0447,0.6830495987354964,0.6830495987354964
"rf0286",9.82986,7.98648,5847.70,-15.0830,0.04464629697240404,0.1349619040006959
"rf0287",6.84003,4.80361,6756.20,-15.7335,0.08127756304792383,2.214191297667965
"rf0288",11.0041,9.97415,6769.90,-18.9592,1.585760144803703,1.585760144803703
"rf0289",12.9460,9.19816,5828.59,-15.3737,0.05835078179804351,0.05835078179804351
"rf0290",6.86224,4.85648,7021.43,-18.6902,1.237796541292130,3.459852818585035
"rf0291",11.0636,8.66290,7089.70,-17.2394,0.3253367316645364,0.3679523093644411
"rf0292",7.10893,5.05938,5828.59,-16.4753,0.1609424227848321,1.408510918600645
"rf0293",10.1287,12.1538,6885.20,-15.5971,0.07168043862393281,0.1667568623377847
"rf0294",7.07074,5.46009,5978.85,-15.1183,0.04612127399034503,1.152987901722941
"rf0295",6.68641,5.17273,5978.85,-19.2008,1.980940093927200,1.980940093927200
"rf0296",12.2216,11.2819,5018.30,-16.9708,0.2540230071060022,0.2540230071060022
"rf0297",11.1651,9.73603,5894.60,-16.7471,0.2067269565729279,0.2335567139368177
"rf0298",10.4263,8.74294,6064.90,-15.7420,0.08191874196018988,0.08191874196018988
"rf0299",12.2232,8.57954,5951.40,-16.5993,0.1804199504540032,0.1907406687659074
"rf0300",10.0064,7.91965,5989.50,-15.2615,0.05262258418567389,0.1331552420551310
"rf0301",11.2576,8.41807,5923.30,-15.3312,0.05610996903498845,0.05610996903498845
"rf0302",8.64522,5.96424,6047.70,-17.2916,0.3413448707559318,0.3413448707559318
"rf0303",10.5934,8.28509,5993.80,-15.5368,0.06781064907105532,0.06781064907105532
"rf0304",10.5934,9.96492,6053.70,-14.8704,0.03670533057907784,0.03670533057907784
"rf0305",10.6693,9.06006,6165.40,-19.5472,2.725419890572136,2.725419890572136
"rf0306",11.7132,9.99013,6157.80,-16.2479,0.1305349101324414,0.1305349101324414
"rf0307",10.8219,9.99013,5996.36,-15.5828,0.07074656342474514,0.07074656342474514
"rf0308",12.3256,9.90449,7045.20,-16.4910,0.1632890934017438,0.1632890934017438
"rf0309",0.00000,0.00000,5996.36,-16.6421,0.1876690740224723,0.1876690740224723
"rf0310",8.17991,6.34690,5996.36,-14.6976,0.03130527469069418,0.03130527469069418
"rf0311",0.00000,6.34690,6365.70,-16.6191,0.1837426359425373,0.1837426359425373
"rf0312",9.86643,6.82007,7026.10,-16.5160,0.1671010446059455,0.2931660262273638
