name,ekmag,emw1,emw2,emw3,emw4,kmag,mur50,mw1,mw2,mw3,mw4,name,ukidsskflag,ukidsskmag
rs0148,0.051,0.0012381966,0.003013296,0.0025436347,0.00797524,11.1457,20.979994,10.8387575,10.713154,7.19348,5.1425614,rs0148,   0,11.4358
rs0149,0.2904,0.013036404,0.078905456,0.064878985,0.0,13.6437,21.702997,14.100043,13.739799,11.429638,0.0,rs0149,   0,14.178
rs1323,0.0,0.041255124,0.372964,1.8432502,2.5417898,0.0,21.63448,15.289342,15.159859,12.89437,9.9304085,rs1323,   0,15.5091
rs1324,0.2382,0.0005828924,0.0017692269,0.020078396,1.2113552,11.5032,19.198133,11.550609,11.541852,9.996314,8.613691,rs1324,   0,11.6027
rs0151,0.0,0.0066377646,0.02203466,0.072234206,2.0939434,0.0,21.897276,14.554619,14.61021,11.806446,9.786836,rs0151,   1,0.0
rs0154,0.0,0.05165654,0.18778434,1.1926603,0.0,0.0,22.64919,15.366516,15.190627,13.915501,0.0,rs0154,   0,15.473
rs1325,0.0,0.19006807,0.62551755,0.15059736,6.680364,0.0,21.820843,13.141475,12.944663,10.213084,8.7078905,rs1325,   1,0.0
rs0155,0.0928,0.0019157548,0.0053197783,0.054953843,0.12378926,11.6148,20.076105,11.337728,11.2401085,11.19555,8.448926,rs0155,   0,11.5034
rs0156,0.1966,0.004087036,0.008116214,0.00930846,0.022597687,12.9249,20.879114,12.789413,12.636779,9.154607,6.7278943,rs0156,   1,0.0
rs0159,0.1066,0.0010026228,0.0020025312,0.009620583,0.004452633,11.0397,20.436098,10.792065,10.745722,7.427352,4.702616,rs0159,   0,11.1919
rs0160,0.0,0.009501197,0.029923746,0.11248277,4.477755,0.0,22.046162,14.085496,13.818394,11.244632,10.028053,rs0160,   0,14.4232
rs0161,0.0,0.026367571,0.05346978,2.5147562,1e+33,0.0,21.539364,15.430455,15.575259,13.297505,11.649697,rs0161,   0,15.3041
rs0162,0.1294,0.00028518995,0.0008325288,0.001411221,0.016905336,9.9952,20.115976,9.913871,9.919627,7.2037864,5.4522023,rs0162,   0,10.1785
rs0163,0.183,0.0013348578,0.0033384364,0.0058683124,0.05448277,12.699,20.43322,12.394033,12.309509,8.68569,6.7514696,rs0163,   0,12.6874
rs0165,0.36,0.016060311,0.024895558,0.16225828,1e+33,14.1665,20.961159,14.355874,14.580586,11.292926,12.081769,rs0165,   0,14.3971
rs0166,0.0842,0.0011860827,0.005689324,0.008731508,0.047345594,11.7568,20.943653,11.461683,11.2575035,8.1784315,6.4227276,rs0166,   0,11.7895
rs0168,0.0,0.034549966,0.06133402,0.0741351,0.10320398,0.0,22.473326,13.252048,13.084356,11.190034,8.304053,rs0168,   0,13.9312
rs1326,0.3417,0.0017091446,0.0029123395,0.023004835,0.031315163,11.6923,21.816002,11.465812,11.417611,7.649011,5.941965,rs1326,   0,11.5198
rs0169,0.1637,0.001589818,0.0046122377,0.14255205,2.227303,11.9,19.408285,12.003852,12.010973,11.177947,9.318519,rs0169,   0,12.1209
rs0170,0.0,0.039637916,0.01518551,0.102887094,1.7644827,0.0,21.140165,14.266423,14.385139,11.336303,9.87212,rs0170,   0,14.6097
rs0171,0.1785,0.019345785,0.06564948,0.45444897,2.2789423,13.532,21.384857,14.077618,14.186411,10.7911005,8.967199,rs0171,   0,13.6632
rs0172,0.1983,0.0049565597,0.017066812,0.11865913,0.051345102,13.0898,21.493391,12.680006,12.602647,9.271906,8.238169,rs0172,   0,13.303
rs0173,0.0,0.055581044,0.14302403,2.3834283,0.0,0.0,20.500427,15.510436,15.605546,12.711945,0.0,rs0173,   0,15.3402
rs0174,0.0,0.086256765,0.1998004,0.19776678,1.0490543,0.0,21.916056,14.362726,14.371717,12.818182,11.081503,rs0174,   0,14.8951
rs0175,0.1211,0.003378998,0.0087967105,0.026518052,0.07746655,12.1799,20.708115,11.997862,11.898316,8.604565,6.885296,rs0175,   1,0.0
rs0176,0.0,0.0646664,0.20248196,2.255637,3.4066455,0.0,23.874207,14.461369,14.175797,11.333743,8.886823,rs0176,   0,15.6977
rs0178,0.5577,0.04612114,0.25651792,0.18263042,0.19556089,14.2539,20.659298,14.734318,14.293535,11.101729,7.958843,rs0178,   0,15.0956
rs0179,0.0,0.12429803,0.04267852,0.074339524,0.0691719,0.0,22.203655,14.347369,14.662185,11.29731,8.561259,rs0179,   0,15.4376
rs0180,0.2624,0.010517879,0.03874959,0.1255806,2.4400804,13.6966,22.59898,13.658003,13.133488,10.672509,8.538373,rs0180,   0,14.372
rs0181,0.1738,0.0010052549,0.0023492728,0.0048960685,0.004170214,11.184,20.720875,10.852366,10.721735,7.767916,5.4424057,rs0181,   0,11.1113
rs0182,0.2053,0.13609423,0.33697638,0.11733787,1.7914822,13.7117,22.084198,13.386496,13.0912,11.060921,9.512399,rs0182,   0,14.4286
rs0183,0.0361,0.0010003736,0.0025885005,0.0032327524,0.012198075,11.9526,19.069149,11.633412,11.550569,7.99768,5.8024654,rs0183,   0,11.9739
rs0185,0.1157,0.009080694,0.05585521,0.09669555,0.18880905,13.2369,21.523123,12.937955,12.783898,9.80358,7.189404,rs0185,   0,13.0962
rs0188,0.2931,0.008926787,0.014014735,0.022229403,0.032170914,13.1736,21.91013,12.645434,12.466762,9.654518,7.393002,rs0188,   0,13.1171
rs0189,0.1222,0.0017306455,0.0046937787,0.0066130166,0.07501959,12.2241,20.997261,12.042238,11.836706,8.296532,6.3791275,rs0189,   0,12.3549
rs0190,0.052,0.0012212867,0.0027510838,0.013158058,0.24442069,11.7443,20.658018,11.68692,11.682795,9.510206,8.19629,rs0190,   1,0.0
rs0191,0.0228,0.00052578305,0.0011381257,0.0052855206,0.037632003,10.8287,20.119152,10.728582,10.663597,8.0987015,6.1248918,rs0191,   0,10.9295
rs0192,0.0,0.09203926,0.0440906,0.089814,0.12876344,0.0,22.872787,14.0167,14.181362,11.663334,8.67372,rs0192,   0,14.408
rs0193,0.2336,0.009744564,0.032032423,0.06696397,4.7637334,13.5348,21.996315,13.276391,13.178487,10.051137,7.7026043,rs0193,   0,13.7345
rs0194,0.1275,0.0023641663,0.008197074,0.017725188,0.054976325,12.5277,19.904676,12.220322,12.173324,9.377431,7.106412,rs0194,   0,12.5227
rs0195,0.2796,0.0017138404,0.0040708506,0.008573745,0.09628984,12.0443,21.482096,12.051941,11.981209,8.896435,6.808698,rs0195,   0,12.3165
rs0196,0.241,0.002128854,0.006256687,0.023489075,0.11744453,10.7533,20.564865,10.273222,10.294799,9.76471,9.285376,rs0196,   0,10.5194
rs0197,0.1479,0.0012168986,0.0017972656,0.022778025,0.0,10.6925,19.92977,10.456871,10.520776,10.359846,0.0,rs0197,   1,0.0
rs0200,0.3463,0.012933227,0.03383695,0.08179792,1.487753,13.5315,22.590513,14.146812,13.406408,11.538945,12.069085,rs0200,   1,0.0
rs0201,0.4623,0.001549701,0.0056010587,0.0085012205,0.04440897,12.0695,20.66826,11.861223,11.720145,8.754623,6.876165,rs0201,   1,0.0
rs0202,0.1138,0.0011547181,0.0025188744,0.015466486,0.086890176,11.8785,19.565643,11.8547125,11.900795,9.408477,8.374742,rs0202,   0,11.9543
rs0203,0.1573,0.0047552027,0.009168309,0.023491723,0.0440204,13.1171,21.772537,12.98469,13.024394,10.162609,7.0090823,rs0203,   1,0.0
rs0205,0.2114,0.0010410346,0.0031518473,0.033690505,0.08058211,10.3391,20.63068,9.95916,9.973885,9.832323,7.8057084,rs0205,   0,11.2505
rs0206,0.1226,0.0017146765,0.004578539,0.0075409347,0.0543526,12.2578,20.012827,12.004676,11.833833,8.115312,6.0832,rs0206,   0,12.3073
rs0208,0.1322,0.0006533184,0.001493138,0.011458382,0.019569138,10.902,20.326345,10.734516,10.781299,8.477709,7.15253,rs0208,   0,10.9896
rs0209,0.0803,0.0028015887,0.0046533914,0.027971081,0.12888075,12.636,19.932291,12.664812,12.667377,9.427349,7.7695837,rs0209,   0,12.8654
rs0211,0.2413,0.0018420776,0.006929349,0.009820307,0.052839726,12.1358,20.531471,12.152008,12.110193,8.892297,7.0158534,rs0211,   1,0.0
rs0212,0.0,0.010934614,0.059000157,2.39497,6.043353,0.0,22.217495,14.949298,14.55013,12.124003,9.862016,rs0212,   0,14.7884
rs0214,0.3989,0.018307755,0.0259545,0.038037214,1e+33,14.1242,21.655643,13.7955475,13.844886,11.491492,12.765085,rs0214,   0,14.4086
rs0215,0.3272,0.027851097,0.06950488,2.1215453,1e+33,14.4316,21.686398,15.499658,15.631619,12.831082,12.630403,rs0215,   0,15.6593
rs0218,0.384,0.023695517,0.04339328,0.05322199,3.7241173,13.9048,21.467478,13.482321,13.263156,10.321712,8.886448,rs0218,   0,14.0411
rs0219,0.0,0.040400878,0.13503173,0.08806707,0.09637498,0.0,20.436043,15.128743,14.526094,10.35067,7.623961,rs0219,   0,16.0561
rs0220,0.1287,0.027749147,0.085932516,0.15220304,39.664066,14.2018,21.685991,14.518387,14.283367,11.703545,9.45859,rs0220,   0,14.9973
rs0221,0.3113,0.013053578,0.02227256,0.017718866,2.0543342,13.8408,21.322739,13.09505,13.001594,9.968248,8.356081,rs0221,   0,13.7173
rs0222,0.1035,0.0012718678,0.0036321003,0.004915476,0.026251456,11.9881,21.348465,11.671069,11.508187,8.400346,6.08539,rs0222,   0,12.0552
rs0223,0.0,0.10883489,0.6104427,1.1904614,1.773775,0.0,22.247856,14.720284,14.185767,15.095092,11.693183,rs0223,   0,14.8973
rs0225,0.2776,0.005382036,0.022055637,0.034817647,0.10420698,13.6083,20.718056,13.1591425,12.935083,9.415932,7.8138638,rs0225,   0,13.5418
rs0226,0.0,0.038792092,0.031913027,0.066720836,0.54266906,0.0,21.716137,14.052391,13.736902,10.409262,11.257698,rs0226,   0,14.7589
rs0227,0.1438,0.0034154304,0.013048181,0.012950376,0.02344255,11.8656,22.343697,11.84184,12.03485,8.4857235,6.535379,rs0227,   0,12.3963
rs0230,0.0,0.32545903,0.39525706,1.8402635,1.610381,0.0,22.009352,15.876282,15.118668,13.832726,12.331171,rs0230,   0,16.1903
rs0231,0.1621,0.005812456,0.028425837,0.16155718,0.21244974,13.3921,20.87758,13.384059,13.359362,10.048369,7.3799286,rs0231,   0,13.6142
rs1329,0.1639,0.011729728,0.07279793,0.9492926,0.12874301,13.9631,21.096422,13.781509,13.609757,12.084124,8.678895,rs1329,   0,13.8953
rs0232,0.0,0.024090525,0.05653773,1.425423,2.609433,0.0,21.815231,14.77508,14.563836,12.342356,9.359934,rs0232,   0,15.2005
rs0234,0.0,0.04975978,0.044711646,0.100946195,5.48409,0.0,21.910652,13.613304,13.77749,10.393112,9.535082,rs0234,   1,0.0
rs0236,0.3528,0.05180677,0.13358866,1.3884517,0.0,14.3221,21.987572,14.057185,14.220477,12.95942,0.0,rs0236,   0,16.2128
rs0237,0.0323,0.0048674643,0.012773212,0.030162834,0.08297345,12.8594,19.588364,12.516394,12.278942,8.265626,5.6323233,rs0237,   0,12.7964
rs0239,0.0443,0.0011174869,0.0040434957,0.016369298,0.061297063,12.0375,19.708996,11.839745,11.685469,9.0532675,7.068485,rs0239,   0,12.0347
rs0240,0.2408,0.0012723793,0.002723669,0.0036859373,0.007645956,11.901,20.580101,11.384008,11.356284,7.7778897,5.354386,rs0240,   0,12.008
rs0241,0.0,0.018584488,0.06611934,0.20160234,0.36168757,0.0,20.41029,14.110473,13.975566,10.483866,7.987269,rs0241,   0,14.4535
rs0243,0.0518,0.00085556426,0.002031131,0.002517739,0.0054825456,11.8696,20.802494,11.36828,11.20499,7.4882083,5.391805,rs0243,   0,11.9135
