name,exth,modelg_r,extj,extk,e_uhmag,exti,ukmag,extg,2kmag,nuvmag,extz,dedeg,e_zmag,e_ukmag,e_uymag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,uymag,rmag,modelg_i,modelg_j,dgr,2hmag,imag,b_a,extnuv,r90,e_2hmag,e_imag,modelu_j,modelu_k,modelu_i,modelu_r,logmstar,e_uvm2mag,grpcz,uvm2mag,e_rmag,absrmag,modelg_k,zmag,extuvm2,exty,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,uhmag,umag,fl_insample,sdss_dr10_objid,flux_ratio_2c,r50_deconv1,sdss_dr12_specid,b_a_deconv1,dist2d_nn2,dist2d_nn3,dist2d_nn1,f_b,f_a,r50_deconv2c,r50_deconv2e,sdss_dr7_objid,b_a_innerdisk,sdss_dr7_specid,b_a_deconv2e,sdss_dr10_specid,b_a_deconv2c,sdss_dr12_objid,vdisp,logmstar_84,vrot,sfr_nuv,mu_delta,logmgas,sfr_nuv_wise,logmstar_16,ccr_star,ccr_bary,econame,ccr_lum,morph,morphel,mhi,ehiasym,ew20,emhi_corr_sys,w20,eb_a_innerdisk,ew50,eb_a,peaksnhi,confused,limflag,mhi_corr,hitelescope,emhi,emhi_corr_rand,w50,hiasym,grpn,grprproj_stack,grpabsrmag,logmh_dyn,grpsig,logmh_s,fc,logmh,ccr,grprproj,grpnassoc,grpmb,grp,grpms,logmh_dyn_stack,grpsig_stack,logmh_dyn_smooth,meanfsmgr,meanfsmgre15,logmstare15,kin_slit_flag,kin_done_hi,kin_done_blue,kin_done_red,kin_blue_code,kin_ifu_flag,kin_red_code,modelg_jcorr,modelu_icorr,modelu_jcorr,modelg_kcorr,absrmagcorr,modelu_kcorr,modelg_rcorr,modelu_rcorr,modelg_icorr,fuvmag,extfuv,e_fuvmag,centralout,logmbary_pc,NAME,oii_3726_flux,oii_3726_flux_err,oii_3729_flux,oii_3729_flux_err,neiii_3869_flux,neiii_3869_flux_err,h_delta_flux,h_delta_flux_err,h_gamma_flux,h_gamma_flux_err,oiii_4363_flux,oiii_4363_flux_err,h_beta_flux,h_beta_flux_err,oiii_4959_flux,oiii_4959_flux_err,oiii_5007_flux,oiii_5007_flux_err,hei_5876_flux,hei_5876_flux_err,oi_6300_flux,oi_6300_flux_err,nii_6548_flux,nii_6548_flux_err,h_alpha_flux,h_alpha_flux_err,nii_6584_flux,nii_6584_flux_err,sii_6717_flux,sii_6717_flux_err,sii_6731_flux,sii_6731_flux_err,ariii7135_flux,ariii7135_flux_err,oii_flux,oii_flux_err,oiii_flux,oiii_flux_err,Flux_HeII_3203,Flux_HeII_3203_Err,Flux_OII_3726,Flux_OII_3726_Err,Flux_OII_3728,Flux_OII_3728_Err,Flux_NeIII_3868,Flux_NeIII_3868_Err,Flux_Hd_4101,Flux_Hd_4101_Err,Flux_Hg_4340,Flux_Hg_4340_Err,Flux_OIII_4363,Flux_OIII_4363_Err,Flux_HeII_4685,Flux_HeII_4685_Err,Flux_ArIV_4711,Flux_ArIV_4711_Err,Flux_Hb_4861,Flux_Hb_4861_Err,Flux_OIII_4958,Flux_OIII_4958_Err,Flux_OIII_5006,Flux_OIII_5006_Err,Flux_HeI_5875,Flux_HeI_5875_Err,Flux_OI_6300,Flux_OI_6300_Err,Flux_NII_6547,Flux_NII_6547_Err,Flux_Ha_6562,Flux_Ha_6562_Err,Flux_NII_6583,Flux_NII_6583_Err,Flux_SII_6716,Flux_SII_6716_Err,Flux_SII_6730,Flux_SII_6730_Err
rf0217,0.02,0.568754,0.03,0.01,0.23,0.06,14.67,0.12,-99.0,21.09,0.05,-0.50420076,0.04,2.06,0.22,0.16,21.968795999999998,0.09,-99.0,-99.0,2.92,17.99,16.24,17.34,0.853716,2.10695,0.06,-99.0,17.03,0.73,0.28,7.94,-99.0,0.02,3.4243,4.2777400000000005,2.1710599999999998,1.8861,8.77,-99.0,5078.72,-99.0,0.02,-17.03,2.9603900000000003,16.8,0.29,0.04,0.15,5043.6,0.09,-99.0,0.02,15.21,19.25,1,1237666407378321513,0.760905,6.5257,449250860866758656,0.6117,0.21668,0.33916,0.21308000000000002,1,0,5.7334,197.41,587731512070307986,0.731703,112531068283781120,0.003,449250860866758656,0.6595,1237666407378321513,0.0,8.87,0.0,0.026666337999999998,8.87547,7.5427100000000005,0.056149702999999995,8.63,-99.0,-99.0,notineco,-99.0,-999.0,E,73099800.0,0.0,0.0,0.0,0.0,0.00472737,0.0,0.0075,0.0,0,1,0.0,AO,0.0,0.0,0.0,0.0,3.0,0.0921982,-18.4527,0.0,63.2175,11.1899,0,11.1009,1.0,0.147554,3.0,9.3255,145.0,9.2175,0.0,73.7058,11.7867,0.0983697,0.1145,8.77,0,0,0,0,0,0,0,1.80463,1.8045,2.95823,2.59947,-17.2805,3.75306,0.430332,1.5839299999999998,0.6509,21.46,0.2515,0.2694,0,8.795,rf0217,0.0,,0.0,,9.945883917235964,6.345382524203687,30.096670474940026,5.05784870888981,58.51344403147001,5.798733943072185,2.5687986482872347,3.6387577695327864,125.46684527421297,7.991952288472281,23.64417834018618,2.93504739470617,67.33683520238822,4.773246533295568,11.223059193467206,2.2037642333879752,3.4166350751460026,1.5519420822190546,28.07729907907056,1.057646014065666,358.835177484249,11.022095243301068,84.48938258729235,3.1594647467373695,53.06323200890722,2.5571780857809756,39.14996276520988,2.2322679137689456,6.496004535434197,1.7997282794676501,0.0,1.028498,48.32266,2.505377,0.0,0.0,0.0,0.0,6.04e+29,1.34e+24,15.905870000000002,17.459870000000002,43.42459,12.89242,70.97139,8.840895,3.3901269999999997,0.0,0.0,0.0,4.183772,10.43553,158.9418,10.21792,29.16982,2.377295,83.34234000000001,6.792271,15.39504,3.6353199999999997,4.93496,4.197789,38.91928,1.4544,482.9497,8.694365,114.4685,4.277648,70.37512,3.307173,52.7662,2.710557
rf0223,0.02,0.526243,0.03,0.01,-99.0,0.06,12.47,0.11,12.4,18.27,0.04,-1.1997143,0.02,0.06,0.04,0.15,22.360754,0.08,0.06,13.28,8.88,15.82,13.88,15.21,0.823942,2.2198700000000002,-0.1,12.76,14.9,0.28,0.26,21.92,0.19,0.02,3.4197900000000003,4.38176,2.02386,1.72616,9.49,-99.0,4989.6,-99.0,0.02,-19.13,3.1818400000000002,14.65,0.27,0.03,0.05,4989.6,0.03,0.11,0.02,-99.0,17.02,1,1237663782596575418,0.429733,18.0884,784823465793316864,0.2139,0.14232,0.5395399999999999,0.10505,1,0,16.3721,19.6406,588015507668533349,0.27387,196412368815652864,0.1782,784823465793316864,0.2365,1237663782596575418,0.0,9.65,126.331,0.77639505,8.55449,9.406460000000001,1.1342108,9.31,-99.0,-99.0,notineco,-99.0,4.0,L,1821070000.0,0.0433291,0.0,0.0,269.653,0.0599925,3.10256,0.0088,9.0039,0,0,0.0,GBT,105874000.0,0.0,267.346,0.195303,1.0,0.0,-19.1272,0.0,0.0,11.3309,1,11.2459,1.0,0.0,1.0,9.7695,154.0,9.5325,0.0,0.0,0.0,0.41355699999999995,0.312623,9.53,1,1,0,1,0,0,1000000,1.56542,1.25694,2.41628,2.3816,-19.7111,3.2324599999999997,0.24923499999999998,1.1001,0.40608,17.9017,0.2333,0.8006,0,9.745,rf0223,0.0,,0.0,,15.96033151822829,21.643385542269943,173.05461204759308,19.6679584862799,267.3004106813278,21.023563547010593,13.206269414050299,9.597465642259527,475.7083408897563,26.320765860264526,30.57347613426922,5.700673670182057,109.46517379115868,8.07581232870841,46.406548908215434,4.590065818119234,40.83228443385806,3.5122447737077924,155.40345849668805,4.453588554342155,1360.525854944703,41.270883632254424,466.60835274513414,13.238063232673154,285.4445976246492,8.908732804994505,205.13541929088117,6.885181909458379,8.325853286792327,3.186531315619406,0.0,1.027401,55.65133,3.5945110000000002,0.0,0.0,-9999.0,0.0,0.0,0.0,34.05219,15.848460000000001,85.91933,10.19287,134.7933,10.27245,1.829,35.26547,0.0,0.0,0.0,0.0,285.1346,10.55012,25.26158,1.974176,72.17595,5.640503,28.79379,6.1148,33.23148,4.733098,131.6089,2.652275,1128.519,33.485490000000006,387.0851,7.800808,234.6452,7.097909,168.8863,5.859189
rf0226,0.01,0.511738,0.02,0.01,0.17,0.05,14.57,0.08,-99.0,19.68,0.03,0.74522841,0.03,0.24,0.35,0.11,22.525785,0.06,-99.0,15.39,8.52,17.11,16.18,16.56,0.756657,1.9138099999999998,0.12,14.51,16.19,0.33,0.2,25.56,0.35,0.02,3.1197,3.87565,1.96255,1.71763,9.07,-99.0,5537.7,-99.0,0.03,-17.99,2.6697599999999997,16.06,0.21,0.03,0.04,5537.7,0.2,0.17,0.02,14.44,18.33,1,1237657071693856822,0.520712,12.0343,450455650783225856,0.3116,1.0579,1.1435,0.014757,1,0,11.5909,19.44,587731513681182733,0.293169,112812557349158912,0.3379,450455650783225856,0.2541,1237657071693856822,0.0,9.19,139.007,0.055171822999999995,8.22418,8.31345,0.079826305,8.85,-99.0,-99.0,notineco,-99.0,7.5,L,147001000.0,0.120518,0.0,0.0,141.10399999999998,0.00972175,11.3885,0.0193,3.18642,0,0,0.0,AO,15993800.0,0.0,180.91,-0.414328,1.0,0.0,-17.9919,0.0,0.0,11.1299,1,11.0119,1.0,0.0,1.0,9.1225,157.0,9.0545,0.0,0.0,0.0,0.054037199999999994,0.081937,9.05,1,0,0,1,0,0,100000,1.82075,1.8282599999999998,2.9594400000000003,2.56261,-18.0959,3.7013,0.46372399999999997,1.6024200000000002,0.689566,20.4169,0.1784,0.4186,0,9.145,rf0226,0.0,,0.0,,11.861462651633728,9.310483248372309,18.835816083705076,7.2490838224525564,22.48282127416154,6.154959486729447,5.39184217471635,4.530693465227268,47.46543298990003,7.375661589051313,7.281829248812488,3.316236551112303,22.085776855733734,4.233197943160907,9.24682051890616,2.956849572156331,5.186728929392295,1.9431092909892125,9.575077320844983,0.9068919373259339,135.75113835111407,9.696815290861617,28.782331697401716,2.707726408715882,34.844839453126674,3.2109441437846535,22.361218869381243,2.421354579525482,0.6536113259886502,2.014523714718888,0.0,1.2226540000000001,13.573739999999999,2.289499,0.0,0.0,0.0,0.0,586000000.0,0.0,21.80472,17.17898,9.277032,5.962872,16.52081,5.9886870000000005,15.680679999999999,16.13353,15.12285,17.42909,0.0,0.0,34.79776,5.3597150000000005,6.293355,1.423247,17.98101,4.066419000000001,8.302821,5.587499,5.6888440000000005,2.32166,9.572966000000001,1.147527,122.9886,8.699086999999999,28.15578,3.375078,32.35033,3.806944,22.0924,3.0191209999999997
rf0227,0.02,0.365871,0.03,0.01,0.18,0.06,13.7,0.11,13.94,18.4,0.04,-0.73017763,0.02,0.08,0.29,0.15,22.617008,0.08,0.24,14.17,7.45,16.35,14.87,15.92,0.565071,1.70632,-0.06,13.8,15.68,0.64,0.26,15.41,0.16,0.07,2.7761099999999996,3.5668300000000004,1.63486,1.43566,9.15,-99.0,5513.7,-99.0,0.06,-18.64,2.49704,15.51,0.27,0.03,0.07,5513.7,0.03,0.37,0.03,14.04,17.43,1,1237663783133577352,0.319939,25.1237,784812745554946048,0.5694,0.13072999999999999,0.44275,0.12859,1,0,14.2062,36.0015,588015508205535343,0.604337,196412368652075008,0.6632,784812745554946048,0.4364,1237663783133577352,0.0,9.29,52.2086,0.25725192,8.10905,9.04986,0.39881411,8.95,-99.0,-99.0,notineco,-99.0,11.5,L,801175000.0,0.11209300000000001,0.0,0.0,154.346,0.0187601,11.4942,0.0187,5.62501,0,0,0.0,GBT,83946100.0,0.0,157.908,0.139293,1.0,0.08345989999999999,-18.7656,0.0,96.5105,11.1659,1,11.1369,1.0,0.0959015,2.0,9.3965,158.0,9.1525,0.0,60.8824,11.427999999999999,0.355057,0.35264,9.15,1,?,0,1,0,0,1000000,1.4662600000000001,1.3719999999999999,2.42434,2.20341,-18.8583,3.16149,0.2675,1.22558,0.413919,19.0282,0.2307,0.0765,0,9.395,rf0227,0.0,,0.0,,-0.2498740139914939,-4.7460228116633205,13.027810239483577,3.835169005804363,25.3745479064384,3.813220387004976,-2.730984340678992,-2.465446108513329,47.29704555084459,4.53630473354025,12.641890443813919,2.19913748190975,36.05704533411433,3.529265350902491,7.702237776205467,1.91012308943689,5.595007947186957,1.4304461916684899,9.497171017618525,0.6071798855436895,135.2695502754155,6.161357345900491,28.63707912140352,1.8204217211158116,34.525142485196696,2.1842038016234473,25.40321834207515,1.7444765415219576,3.426737197765508,1.4111355146387843,0.0,1.085962,35.62828,2.319862,0.0,0.0,0.0,0.0,242000000.0,5360000000.0,6.660344,15.77297,34.5633,12.913839999999999,39.340579999999996,6.609225,0.0,0.0,4.915012,20.97796,0.0,0.0,68.23674,6.462471,18.06663,1.7752150000000002,51.61895,5.072042,10.37406,3.9190089999999995,9.320452000000001,4.011643,13.443220000000002,1.248367,177.2125,8.887114,39.53888,3.671669,45.61269,3.731872,35.68585,3.456803
rf0229,0.02,0.454765,0.03,0.01,0.52,0.08,14.95,0.14,-99.0,20.38,0.06,-0.61075471,0.05,0.24,0.25,0.2,22.801921,0.1,-99.0,15.89,2.48,17.71,16.02,17.18,0.685968,1.8719,0.1,14.7,16.92,0.95,0.35,5.45,0.11,0.02,3.06694,3.8812599999999997,1.8810099999999998,1.6498099999999998,8.59,-99.0,4803.35,-99.0,0.05,-17.06,2.68621,16.69,0.36,0.05,0.03,4691.5,0.06,0.15,0.02,15.15,18.91,1,1237666407378649261,0.721532,6.1927,449241789895829504,0.9075,0.29104,0.54304,0.089937,1,0,4.962,26.7218,587731512070635675,0.984001,112531068145369088,0.2106,449241789895829504,0.7738,1237666407378649261,0.0,8.73,0.0,0.036034925,8.72595,7.91343,0.047608575,8.43,-99.0,-99.0,notineco,-99.0,-999.0,E,58520100.0,0.37086399999999997,0.0,0.0,44.3115,0.0108319,10.1991,0.0138,3.63524,0,0,0.0,AO,8967980.0,0.0,61.3594,0.0358649,2.0,0.0747974,-19.6218,0.0,198.24900000000002,11.5519,0,11.3669,1.0,0.0466203,2.0,10.0145,160.0,9.9975,0.0,34.3644,10.8836,0.191108,0.17455,8.61,0,0,0,0,0,0,0,1.6467900000000002,1.6138,2.72329,2.416,-17.252,3.49251,0.354362,1.43087,0.537292,21.0759,0.3064,0.1626,0,8.675,rf0229,0.0,,0.0,,20.069126741041813,10.665826845097147,33.374531595499995,7.642129006142625,42.07280494745749,6.909276105646608,3.1671156598039603,5.209551824753708,110.04769239297269,9.383122837883294,12.806007696541107,3.8051795794211234,53.96383664960957,5.502820347031538,5.896563597969879,2.7451715731876005,5.406121208531004,2.0058048355375186,26.75277962638727,1.2924509259349428,314.73640024390187,12.647276061072748,80.39831304387712,3.8535603257821425,64.4930543267406,3.363291301080418,46.89717483353758,2.980470559929663,6.153452945587374,3.188406666082444,0.0,1.067046,34.1725,2.889696,0.0,0.0,0.0,0.0,0.0,0.0,15.86134,11.24012,23.59175,7.750546000000001,34.46418,6.797697,0.0,0.0,6.451695,7.817042999999999,0.0,0.0,91.85534,7.288527,17.26674,1.9927580000000003,49.333529999999996,5.693594,5.555401,4.464661,6.912789999999999,3.060045,28.0138,1.417575,318.0605,10.461039999999999,82.39352,4.169339,65.13988,3.810719,48.73482,4.18593
rf0234,0.02,0.553013,0.03,0.01,0.2,0.07,13.6,0.14,14.04,19.93,0.05,-0.81461509,0.06,0.15,0.11,0.18,22.977704,0.1,0.17,14.53,4.49,16.83,15.0,16.22,0.826542,2.04583,0.03,13.84,15.91,0.45,0.33,11.71,0.26,0.02,3.33924,4.16245,2.11995,1.8464200000000002,9.27,-99.0,5484.06,-99.0,0.02,-18.34,2.86905,15.66,0.34,0.04,0.12,5472.2,0.09,0.07,0.02,13.88,18.16,1,1237663783133708410,0.623483,9.0084,450437508841367552,0.3764,0.22252,0.37485999999999997,0.17589000000000002,1,0,7.7033,39.9425,588015508205666446,0.44501899999999994,112812557072334848,0.2153,450437508841367552,0.3817,1237663783133708410,0.0,9.39,0.0,0.082249685,8.91737,8.965689999999999,0.082249685,9.15,-99.0,-99.0,notineco,-99.0,1.0,E,396613000.0,0.37046599999999996,0.0,207616000.0,322.204,0.00511942,6.09743,0.0124,4.23466,1,0,207616000.0,GBT,62562900.0,35169200.0,138.276,-0.118773,3.0,0.150275,-22.0241,0.0,20.073,12.7729,0,12.4439,1.0,0.197023,4.0,11.1065,163.0,11.0875,0.0,99.6257,12.482999999999999,0.0896211,0.106495,9.29,1,0,1,0,10000,0,0,1.80025,1.8156299999999999,2.95791,2.57917,-18.5518,3.7368300000000003,0.436396,1.59405,0.657976,20.6934,0.2896,0.2955,0,9.445,rf0234,0.0,,0.0,,-17.439671786982544,-13.968253159317012,63.96811823252553,11.367649074303538,88.24488425775083,11.3512197485723,-1.854615815211181,-6.849719624137398,141.8710743645341,12.214476809910384,9.917641250183607,4.875279519955244,35.85424522901959,5.486164362052522,8.845880731550858,3.684772159713653,14.257306884641402,2.8780042440359934,43.35602928709709,2.036087715923524,405.75127268256756,16.288980543534645,130.2855067108201,6.066723387049209,81.32072316114615,4.554919807111728,53.83643968879734,3.5990742783469147,-1.7302842910382568,-2.72294991808283,0.0,1.137364,19.20739,2.574827,0.0,0.0,2.61e+29,2.9e+25,0.0,0.0,19.12078,84.61683000000001,34.48253,7.738164,53.33905,8.761517999999999,0.5115205,59.27859,0.0,0.0,2.122513,29.83282,100.5571,6.591953999999999,9.430297,1.829262,26.94371,5.226462000000001,8.562766,7.117597,13.305179999999998,4.283741,40.0353,1.6235709999999999,374.9067,9.174479,117.7509,4.775208999999999,74.38944000000001,4.902552,49.781279999999995,4.011246
rf0236,0.02,0.37956999999999996,0.03,0.01,0.43,0.06,14.89,0.12,14.43,19.58,0.05,-1.1003722,0.03,0.51,0.33,0.16,23.177329999999998,0.08,0.49,15.76,3.4,17.52,16.13,17.07,0.5889340000000001,1.7708700000000002,0.08,-99.0,16.83,0.74,0.28,8.72,-99.0,0.02,2.83432,3.65553,1.6523900000000002,1.44303,8.57,-99.0,5014.4,-99.0,0.02,-17.3,2.59207,16.67,0.29,0.04,0.06,5014.4,0.07,0.3,0.02,15.15,18.58,1,1237663782596903048,0.5789569999999999,7.4342,784775637037508608,0.7499,0.31587,0.33836,0.27216999999999997,1,0,7.6659,12.9416,588015507668926526,0.554654,196412368085843968,0.6835,784775637037508608,0.6274,1237663782596903048,0.0,8.75,0.0,0.088688369,8.49975,8.71827,0.10459892,8.43,-99.0,-99.0,notineco,-99.0,-2.5,E,373368000.0,0.0751022,0.0,0.0,197.516,0.0222487,3.9527900000000002,0.0147,5.19974,0,0,0.0,GBT,25212700.0,0.0,117.73299999999999,-0.00836155,1.0,0.0,-17.302,0.0,0.0,10.9389,1,10.8899,1.0,0.0,1.0,8.9495,164.0,8.5805,0.0,0.0,0.0,0.41057,0.415617,8.57,0,?,0,0,0,0,0,1.46225,1.31219,2.37951,2.21392,-17.5666,3.13118,0.253218,1.17048,0.394934,19.7965,0.2496,0.4031,0,8.945,rf0236,0.0,,0.0,,0.5504009464952061,5.313084584147599,16.172779261827294,4.616300060107421,31.588920692331506,4.8479083091008786,0.5029689261942069,3.084906880029817,59.44076206637936,5.605349636217822,23.829034479863925,2.962421207669007,80.65435314200097,6.925610403967631,7.49026947178202,2.3273665956230745,9.635246682925196,1.9470665921737405,6.940389405928514,0.5809886123320633,170.00057950984495,7.60078064695568,20.938702021943172,1.7471864976574187,42.52954599121435,2.934280855371817,30.730692310125487,2.2300797709176634,1.2565134616707179,1.9421903637874882,0.0,1.057078,83.53178,3.24567,0.0,0.0,-9999.0,0.0,-9999.0,0.0,8.588787,0.0,25.90411,0.0,51.315129999999996,1.031786,0.0,0.0,0.7669425999999999,0.0,0.7688550000000001,0.0,85.28928,1.553132,38.2132,0.5441052,109.1806,1.554586,12.19946,0.0,12.99039,0.0,9.656343,0.168536,229.021,1.516446,28.40101,0.49569409999999997,54.3151,1.023297,40.512029999999996,0.8707339
rf0237,0.02,0.501028,0.03,0.01,0.1,0.07,11.11,0.14,11.09,16.62,0.05,-0.68987333,0.03,0.14,0.03,0.18,23.258253,0.1,0.08,12.04,15.0,14.27,12.47,13.7,0.778316,2.1038900000000003,-0.06,11.21,13.38,0.69,0.33,28.46,0.06,0.04,3.2604900000000003,4.17537,1.93492,1.65763,10.05,-99.0,4718.8,-99.0,0.02,-20.54,3.01876,13.17,0.34,0.04,0.04,4718.8,0.02,0.09,0.02,11.21,15.49,1,1237663783133839403,0.352458,37.6997,450428987626252288,0.7529,0.4874,0.49285,0.28207,1,0,56.2256,56.2256,588015508205797426,0.700358,112812556942311424,0.5577,450428987626252288,0.8603,1237663783133839403,0.0,10.21,158.868,2.6519767000000005,8.44008,9.44488,3.0869501,9.85,-99.0,-99.0,notineco,-99.0,5.0,L,1989550000.0,0.11252899999999999,0.0,0.0,310.224,0.010480100000000001,14.0727,0.0095,5.385619999999999,0,0,0.0,GBT,162902000.0,0.0,300.26099999999997,-0.0743299,1.0,0.0,-20.5395,0.0,0.0,11.5979,1,11.6709,1.0,0.0,1.0,10.1415,165.0,10.0515,0.0,0.0,0.0,0.32807,0.326315,10.05,1,0,0,1,0,0,1020000,1.53154,1.2643,2.38459,2.32167,-21.0472,3.17472,0.25771900000000003,1.11077,0.411253,16.9884,0.2902,0.0265,0,10.135,rf0237,0.0,,0.0,,16.470944310643425,14.268552582716719,142.10354510684544,16.923780286593114,214.64334076759633,19.8309379074879,17.12263815708576,9.421257456242893,434.21425981241464,31.93937795901427,59.080606554884156,8.200606582333652,151.87289887206109,12.99310154406387,38.506151367687316,5.968797157805132,32.47917476688177,5.05797121049624,159.7895373275021,8.086326372624814,1241.8527830635057,60.94103001284441,480.5037226212778,24.184850198274393,203.76173998552824,11.264874076304721,146.78821983185023,8.97324727656137,10.910197826747789,5.800752540346963,0.0,1.1033870000000001,78.53209,4.642111,0.0,0.0,5.77e-07,0.0,93954.96,1640000000.0,25.40617,18.54324,181.3326,21.135289999999998,224.7502,21.92661,174.9006,0.0,0.0,0.0,0.0,0.0,459.1006,25.319329999999997,58.55415,5.3639220000000005,167.2976,15.32549,50.69036,13.498,31.78766,8.309521,175.2309,6.9763720000000005,1306.637,41.23957,515.3849,20.51874,211.2952,12.251330000000001,153.34,12.06023
rf0238,0.02,0.397867,0.02,0.01,-99.0,0.05,-99.0,0.1,13.44,17.65,0.04,0.17599292,0.07,-99.0,-99.0,0.14,23.280527,0.07,1.6,14.12,12.63,16.16,-99.0,15.76,0.6726,2.09765,0.02,13.51,15.05,0.92,0.24,31.53,1.07,0.18,2.97095,3.9747199999999996,1.5459,1.2711700000000001,9.19,-99.0,5055.1,-99.0,0.12,-18.6,3.10141,15.08,0.25,0.03,0.03,5055.1,0.03,0.73,0.03,-99.0,17.07,1,1237663784207581306,0.0200269,22.9761,1691225967655151616,0.89,0.93411,1.0868,0.8085100000000001,1,0,4.6663,23.8921,588015509279539305,0.925364,423006232752685056,0.8773,1691225967655151616,0.0336,1237663784207581306,0.0,9.43,28.1353,0.94159503,7.9473899999999995,9.5438,1.2093598,9.01,-99.0,-99.0,notineco,-99.0,8.0,L,2498450000.0,0.0635874,0.0,0.0,0.0,0.044079400000000005,2.43932,0.0435,17.4805,0,0,0.0,ALFALFA,86153600.0,0.0,38.2456,0.00159341,1.0,0.0,-18.6046,0.0,0.0,11.1859,1,11.1269,1.0,0.0,1.0,9.7035,166.0,9.2075,0.0,0.0,0.0,0.755738,0.755737,9.19,1,?,0,1,0,0,1020000,1.49599,0.8976879999999999,2.09288,2.35628,-19.2329,2.95317,0.158167,0.7550560000000001,0.300798,17.7827,0.2121,0.0541,0,9.695,rf0238,0.0,,0.0,,4.073579585248999,5.556613215787586,4.740186869928154,4.956789516368217,7.91324653417667,4.364704229354798,9.329659855657884,4.704774435880756,18.675419254286595,5.185824043778954,7.209987584472523,2.7893409516728958,17.35234612700961,4.640341232169377,0.26579528498813604,1.8510918222165071,4.2482299847686615,1.390560161099755,2.6185843634296435,0.4946663831390622,53.41169906725965,6.675264573148517,7.868778731629403,1.4784871938843887,16.374031769224025,4.155667862161498,10.76580145974163,1.774217454743863,1.2095512442253502,1.3248760595119227,0.0,1.1541629999999998,10.938830000000001,1.7091319999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.941492,4.582489,7.579624000000001,7.6279710000000005,8.01867,3.6189449999999996,4.849073000000001,3.198501,1.387928,9.481842,0.0,0.0,15.5441,3.3040279999999997,4.563994999999999,0.9484136999999999,13.03999,2.709754,0.0,0.0,3.3032730000000003,1.850872,2.350197,0.3971864,47.11908,2.408641,6.912344,1.168195,14.4023,2.773922,9.33308,1.648972
rf0241,0.01,0.15111,0.02,0.01,0.46,0.05,15.94,0.09,14.17,19.18,0.04,0.95319263,0.06,0.54,0.32,0.13,23.436054000000002,0.07,0.95,-99.0,2.65,17.88,16.98,17.71,0.251556,1.2869,0.26,-99.0,17.6,0.7,0.22,9.38,-99.0,0.03,2.06793,2.8224400000000003,1.03259,0.9321459999999999,8.05,-99.0,5846.6,-99.0,0.04,-16.97,2.0414,17.39,0.23,0.03,0.05,5846.6,0.07,-99.0,0.04,16.16,18.71,0,1237663785281388704,0.928574,4.4551,450481214428571648,0.6471,1.3612,2.2093,1.2591,1,0,3.8521,5.8361,588015510353346751,0.715188,112812557739229184,0.0004,450481214428571648,0.6975,1237663785281388704,0.0,8.17,0.0,0.11354887,8.32086,9.36265,0.12297102,7.99,-99.0,-99.0,notineco,-99.0,-999.0,E,1646350000.0,0.262828,0.0,0.0,0.0,0.010779899999999999,7.199669999999999,0.0566,3.6631199999999997,0,0,0.0,ALFALFA,197562000.0,0.0,283.133,-0.154968,1.0,0.0,-16.9686,0.0,0.0,10.815999999999999,1,10.8351,1.0,0.0,1.0,9.6975,458.0,8.7745,0.0,0.0,0.0,4.4012199999999995,4.40123,8.05,0,?,0,1,0,1,1000,1.11495,0.866417,1.83027,1.8239,-17.142,2.5392200000000003,0.08893200000000001,0.804249,0.1511,19.4258,0.1968,0.0673,0,9.365,rf0241,0.0,,0.0,,307.67307832352657,14.310356434003065,178.14464058234609,7.863773753299713,307.19552498101274,10.760916559364423,53.40084115061876,3.512399204786229,643.5992492801903,16.56048726329731,1185.9225624267945,28.57163707198287,3677.642852527638,84.1622872655675,67.77193832805357,2.5616346421661698,15.446190579591155,1.4908744895044517,14.527204800166524,0.5377422610251438,1840.693852941344,25.330627767977486,43.784290722245,1.6186530047913572,89.93129923441796,2.358865543719003,62.44932623886493,2.023348619248344,38.78730032660739,2.18959220225386,0.0,1.03219,3304.212,23.80633,0.0,0.0,642.2637,94.78851999999999,841.7279,118.6781,448.6633,56.231359999999995,241.7508,29.08042,415.9186,48.57022,68.6095,9.853669,0.0,0.0,11.35453,5.00914,874.3898,77.67416,1687.7160000000001,166.9507,4822.045,477.0021,92.58369,9.963027,22.740920000000003,3.3380629999999996,22.565179999999998,1.9515040000000001,2594.826,181.4261,66.36816,5.739717,129.3158,10.966,91.54108000000001,7.7106449999999995
