,h,m,s,d,dm,ds,search,width,name
109,1.0,6.0,46.914960000001,0.0,14.0,37.25937600000009,7.0,0.0,rf0110
110,1.0,6.0,50.99592000000085,-0.0,-34.0,-13.363104000000305,7.0,0.0,rf0111
111,1.0,6.0,56.585520000001175,-0.0,-45.0,-23.248944000000193,7.0,0.0,rf0112
112,1.0,7.0,9.20592000000024,-0.0,-37.0,-17.69656800000007,7.0,0.0,rf0113
113,1.0,7.0,22.595280000000635,0.0,55.0,33.60125999999994,7.0,0.0,rf0114
114,1.0,7.0,23.430720000000544,0.0,53.0,33.96699600000005,7.0,0.0,rf0115
115,1.0,7.0,31.546560000001307,0.0,53.0,23.291052000000292,7.0,0.0,rf0116
116,1.0,8.0,2.2154400000007968,-0.0,-4.0,-31.356116400000023,7.0,0.0,rf0117
117,1.0,8.0,3.4732800000013953,1.0,8.0,43.66463999999997,7.0,0.0,rf0118
118,1.0,8.0,5.261280000001172,-0.0,-47.0,-41.540675999999905,7.0,0.0,rf0119
119,1.0,8.0,13.320240000000751,-0.0,-20.0,-35.82574799999989,7.0,0.0,rf0120
120,1.0,8.0,22.28424000000107,0.0,1.0,12.512985599999995,7.0,0.0,rf0121
121,1.0,9.0,32.41080000000082,-0.0,-20.0,-38.1199560000001,7.0,0.0,rf0122
122,1.0,9.0,42.66984000000065,-0.0,-57.0,-13.32702000000026,7.0,0.0,rf0123
123,1.0,10.0,1.198320000000166,0.0,24.0,42.674183999999826,7.0,0.0,rf0124
124,1.0,10.0,38.28000000000085,-0.0,-16.0,-40.556027999999955,7.0,0.0,rf0125
125,1.0,10.0,50.85336000000229,0.0,11.0,53.668932000000034,7.0,0.0,rf0126
126,1.0,10.0,59.33663999999915,0.0,26.0,1.3268399999999048,7.0,0.0,rf0127
127,1.0,11.0,15.768000000000981,-0.0,-27.0,-20.501459999999838,7.0,0.0,rf0128
128,1.0,11.0,35.54568000000096,0.0,27.0,44.438868000000085,7.0,0.0,rf0129
129,1.0,11.0,46.56504000000112,-0.0,-39.0,-51.31011599999994,7.0,0.0,rf0130
130,1.0,11.0,50.30688000000115,-0.0,-37.0,-10.798355999999956,7.0,0.0,rf0131
131,1.0,11.0,51.315840000000854,-0.0,-37.0,-49.05184800000001,7.0,0.0,rf0132
132,1.0,12.0,8.655120000000522,-0.0,-24.0,-36.43351199999991,7.0,0.0,rf0133
133,1.0,12.0,33.90288000000133,0.0,17.0,37.28436000000002,7.0,0.0,rf0134
134,1.0,12.0,35.714400000000666,-0.0,-24.0,-52.61561999999991,7.0,0.0,rf0135
135,1.0,12.0,42.61488000000085,-0.0,-14.0,-43.54292400000002,7.0,0.0,rf0136
136,1.0,12.0,42.82008000000076,-0.0,-24.0,-8.961911999999899,7.0,0.0,rf0137
137,1.0,12.0,48.59760000000129,-0.0,-17.0,-24.387720000000073,7.0,0.0,rf0138
138,1.0,12.0,57.43248000000008,-0.0,-20.0,-41.60536800000003,7.0,0.0,rf0139
139,1.0,12.0,59.954880000000195,-0.0,-15.0,-8.671176000000038,7.0,0.0,rf0140
140,1.0,13.0,2.8521600000003744,0.0,40.0,40.98194400000011,7.0,0.0,rf0141
141,1.0,13.0,14.554080000000873,-0.0,-20.0,-29.943203999999852,7.0,0.0,rf0142
142,1.0,13.0,24.84936000000161,0.0,13.0,13.894283999999999,7.0,0.0,rf0143
143,1.0,13.0,41.854800000001084,-0.0,-6.0,-9.412487999999986,7.0,0.0,rf0144
144,1.0,14.0,13.35072000000011,-0.0,-17.0,-2.128128000000018,7.0,0.0,rf0145
145,1.0,14.0,31.641120000000456,-0.0,-4.0,-2.096835600000002,7.0,0.0,rf0146
146,1.0,14.0,37.408320000001574,1.0,10.0,54.24203999999996,7.0,0.0,rf0147
147,1.0,14.0,38.66784000000049,-1.0,-1.0,-13.596959999999623,7.0,0.0,rf0148
148,1.0,14.0,46.30632000000077,-0.0,-0.0,-3.65454612,7.0,0.0,rf0149
149,1.0,14.0,47.30616000000122,1.0,7.0,16.623479999999642,7.0,0.0,rf0150
150,1.0,15.0,11.288400000000678,-1.0,-9.0,-0.8132399999997375,7.0,0.0,rf0151
151,1.0,15.0,16.120560000000808,-1.0,-6.0,-0.12420000000009424,7.0,0.0,rf0152
152,1.0,15.0,22.245360000000858,-0.0,-9.0,-30.319452000000027,7.0,0.0,rf0153
153,1.0,15.0,36.933120000000486,-0.0,-57.0,-10.587707999999907,7.0,0.0,rf0154
154,1.0,16.0,35.98200000000055,1.0,12.0,8.181359999999742,7.0,0.0,rf0155
155,1.0,16.0,53.66592000000011,0.0,9.0,11.552363999999962,7.0,0.0,rf0156
156,1.0,18.0,27.769680000001387,-1.0,-1.0,-31.102680000000014,7.0,0.0,rf0157
157,1.0,18.0,44.88096000000105,-0.0,-54.0,-22.309631999999908,7.0,0.0,rf0158
158,1.0,19.0,4.537680000000748,-0.0,-8.0,-18.39310800000007,7.0,0.0,rf0160
159,1.0,19.0,17.029440000000378,-0.0,-6.0,-49.234716000000006,7.0,0.0,rf0161
160,1.0,19.0,53.34024000000085,-0.0,-5.0,-15.455331599999962,7.0,0.0,rf0162
161,1.0,19.0,58.728000000001046,0.0,43.0,20.24086799999978,7.0,0.0,rf0163
162,1.0,20.0,7.816320000001582,0.0,4.0,37.39999799999998,7.0,0.0,rf0164
163,1.0,20.0,58.46904000000109,-1.0,-9.0,-30.94163999999914,7.0,0.0,rf0165
164,1.0,21.0,16.671840000000486,-0.0,-32.0,-39.57277200000007,7.0,0.0,rf0166
165,1.0,21.0,48.52632000000092,0.0,56.0,35.578175999999786,7.0,0.0,rf0167
166,1.0,22.0,21.086400000001078,-0.0,-29.0,-10.023108000000178,7.0,0.0,rf0168
167,1.0,22.0,39.30168000000094,-0.0,-5.0,-47.40815400000001,7.0,0.0,rf0169
168,1.0,22.0,40.22808000000083,0.0,43.0,16.48941600000029,7.0,0.0,rf0170
169,1.0,22.0,46.0425600000012,-0.0,-25.0,-35.010804000000064,7.0,0.0,rf0171
170,1.0,23.0,0.9019200000015815,1.0,12.0,32.16311999999945,7.0,0.0,rf0172
171,1.0,23.0,25.190160000001498,0.0,45.0,19.245779999999968,7.0,0.0,rf0173
172,1.0,23.0,29.35632000000126,1.0,13.0,5.384639999999976,7.0,0.0,rf0174
173,1.0,23.0,31.287120000001067,1.0,10.0,48.14724000000027,7.0,0.0,rf0175
174,1.0,23.0,54.77760000000117,0.0,16.0,56.51814000000002,7.0,0.0,rf0176
175,1.0,23.0,54.80736000000235,-0.0,-18.0,-41.02106400000004,7.0,0.0,rf0177
176,1.0,24.0,14.882640000000649,1.0,2.0,56.18111999999986,7.0,0.0,rf0178
177,1.0,24.0,29.664240000001243,-0.0,-22.0,-9.972624000000039,7.0,0.0,rf0179
178,1.0,24.0,30.74232000000059,0.0,50.0,4.492139999999978,7.0,0.0,rf0180
179,1.0,24.0,31.68504000000148,-1.0,-10.0,-35.341319999999676,7.0,0.0,rf0181
180,1.0,24.0,32.21016000000091,-1.0,-11.0,-55.409279999999725,7.0,0.0,rf0182
181,1.0,24.0,48.61104000000125,1.0,2.0,12.569640000000177,7.0,0.0,rf0183
182,1.0,24.0,52.541280000000654,-1.0,-14.0,-24.324360000000702,7.0,0.0,rf0184
183,1.0,24.0,54.92496000000088,-1.0,-6.0,-30.050279999999727,7.0,0.0,rf0185
184,1.0,25.0,6.108240000000933,-0.0,-24.0,-30.933611999999968,7.0,0.0,rf0186
185,1.0,25.0,14.983680000001556,-1.0,-7.0,-26.525639999999413,7.0,0.0,rf0187
186,1.0,25.0,23.690400000001404,-1.0,-11.0,-40.892640000000355,7.0,0.0,rf0188
187,1.0,25.0,23.8516800000005,-1.0,-4.0,-53.699879999999695,7.0,0.0,rf0189
188,1.0,25.0,29.141760000001113,-0.0,-3.0,-26.154496800000004,7.0,0.0,rf0190
189,1.0,25.0,29.776080000001315,-0.0,-42.0,-13.322519999999685,7.0,0.0,rf0191
190,1.0,25.0,39.49560000000119,0.0,7.0,48.13399200000005,7.0,0.0,rf0192
191,1.0,25.0,39.746160000001254,1.0,10.0,41.63880000000031,7.0,0.0,rf0193
192,1.0,25.0,47.597520000000486,-1.0,-10.0,-46.216920000000314,7.0,0.0,rf0194
193,1.0,25.0,54.733200000001574,-0.0,-59.0,-16.11963600000024,7.0,0.0,rf0195
194,1.0,26.0,2.5087200000008636,-1.0,-13.0,-31.663560000000395,7.0,0.0,rf0196
195,1.0,26.0,13.674240000000779,0.0,21.0,30.912228000000113,7.0,0.0,rf0197
196,1.0,26.0,23.761440000000675,-0.0,-56.0,-19.197816000000074,7.0,0.0,rf0198
197,1.0,26.0,29.329200000001308,0.0,32.0,56.07729599999999,7.0,0.0,rf0199
198,1.0,26.0,35.022720000001186,-1.0,-6.0,-46.390680000000785,7.0,0.0,rf0200
199,1.0,26.0,35.947680000000446,-0.0,-52.0,-14.420244000000082,7.0,0.0,rf0201
200,1.0,26.0,42.27600000000123,-1.0,-5.0,-15.956519999999408,7.0,0.0,rf0202
201,1.0,26.0,45.670080000002,-0.0,-32.0,-47.16531599999996,7.0,0.0,rf0203
202,1.0,26.0,45.73536000000047,-0.0,-11.0,-51.98470799999999,7.0,0.0,rf0204
203,1.0,26.0,49.74072000000099,-0.0,-58.0,-29.102016000000077,7.0,0.0,rf0205
204,1.0,26.0,55.804080000001406,-0.0,-0.0,-54.4164156,7.0,0.0,rf0206
205,1.0,26.0,57.12840000000128,-0.0,-53.0,-36.819383999999786,7.0,0.0,rf0207
206,1.0,27.0,3.561120000001523,-0.0,-15.0,-23.771988000000093,7.0,0.0,rf0208
207,1.0,27.0,6.5916000000011366,-1.0,-7.0,-20.140679999999662,7.0,0.0,rf0209
208,1.0,27.0,14.969280000000822,-0.0,-34.0,-38.67311999999984,7.0,0.0,rf0210
209,1.0,27.0,22.758000000001104,-0.0,-51.0,-56.91675600000025,7.0,0.0,rf0211
210,1.0,27.0,35.5884000000016,-0.0,-59.0,-19.109651999999784,7.0,0.0,rf0212
211,1.0,27.0,35.900160000001264,-1.0,-6.0,-17.74259999999993,7.0,0.0,rf0213
212,1.0,27.0,36.78840000000136,-0.0,-32.0,-46.03228800000011,7.0,0.0,rf0214
213,1.0,27.0,43.016880000001194,-1.0,-8.0,-21.820919999999937,7.0,0.0,rf0215
214,1.0,27.0,43.92768000000146,-0.0,-54.0,-16.854768000000178,7.0,0.0,rf0216
215,1.0,27.0,52.51104000000154,-0.0,-30.0,-15.122736000000145,7.0,0.0,rf0217
216,1.0,28.0,1.882560000000737,-0.0,-40.0,-8.865983999999685,7.0,0.0,rf0218
217,1.0,28.0,2.156880000001138,-0.0,-44.0,-17.808288000000232,7.0,0.0,rf0219
218,1.0,28.0,37.45608000000132,-0.0,-4.0,-9.354064799999975,7.0,0.0,rf0220
219,1.0,28.0,58.69152000000149,-0.0,-56.0,-55.734251999999884,7.0,0.0,rf0221
220,1.0,28.0,59.57904000000127,-0.0,-33.0,-42.638219999999905,7.0,0.0,rf0222
221,1.0,29.0,26.580960000001284,-1.0,-11.0,-58.97147999999959,7.0,0.0,rf0223
222,1.0,29.0,44.01072000000113,-1.0,-14.0,-28.88952000000028,7.0,0.0,rf0224
223,1.0,30.0,3.624720000001034,0.0,44.0,35.366640000000444,7.0,0.0,rf0225
224,1.0,30.0,6.18840000000084,0.0,44.0,42.82227599999999,7.0,0.0,rf0226
225,1.0,30.0,28.081920000000693,-0.0,-43.0,-48.63946800000008,7.0,0.0,rf0227
226,1.0,30.0,50.51736000000233,-0.0,-44.0,-59.118720000000025,7.0,0.0,rf0228
227,1.0,31.0,12.461040000001304,-0.0,-36.0,-38.716956000000096,7.0,0.0,rf0229
228,1.0,31.0,22.939680000001346,-0.0,-40.0,-26.715647999999987,7.0,0.0,rf0230
229,1.0,31.0,26.40216000000123,-0.0,-27.0,-14.624639999999971,7.0,0.0,rf0231
230,1.0,31.0,28.002000000001033,-0.0,-56.0,-2.9542199999998786,7.0,0.0,rf0232
231,1.0,31.0,42.15480000000241,-0.0,-55.0,-58.17378000000005,7.0,0.0,rf0233
232,1.0,31.0,54.64896000000067,-0.0,-48.0,-52.6143239999999,7.0,0.0,rf0234
233,1.0,32.0,5.384880000001289,-0.0,-43.0,-33.72348000000002,7.0,0.0,rf0235
234,1.0,32.0,42.55920000000117,-1.0,-6.0,-1.339920000000081,7.0,0.0,rf0236
235,1.0,33.0,1.9807200000008152,-0.0,-41.0,-23.543987999999985,7.0,0.0,rf0237
236,1.0,33.0,7.326480000000686,0.0,10.0,33.57451199999996,7.0,0.0,rf0238
237,1.0,33.0,34.71336000000122,-1.0,-5.0,-27.195000000000036,7.0,0.0,rf0239
238,1.0,33.0,41.4304800000005,-1.0,-9.0,-29.928960000000195,7.0,0.0,rf0240
239,1.0,33.0,44.65296000000052,0.0,57.0,11.493467999999893,7.0,0.0,rf0241
240,1.0,34.0,2.4919200000014996,-1.0,-4.0,-32.46780000000026,7.0,0.0,rf0242
241,1.0,34.0,7.577760000001064,-1.0,-2.0,-53.94300000000005,7.0,0.0,rf0243
242,1.0,34.0,7.967040000001333,-1.0,-1.0,-55.41455999999988,7.0,0.0,rf0244
243,1.0,34.0,37.52496000000136,-1.0,-3.0,-7.897679999999845,7.0,0.0,rf0245
244,1.0,34.0,52.03512000000089,-0.0,-38.0,-55.199868000000265,7.0,0.0,rf0246
245,1.0,35.0,8.803200000001823,0.0,43.0,4.16640000000001,7.0,0.0,rf0247
246,1.0,35.0,36.646800000001605,0.0,0.0,53.567658,7.0,0.0,rf0248
247,1.0,36.0,0.18984000000116907,0.0,39.0,48.83410799999979,7.0,0.0,rf0249
248,1.0,37.0,11.153280000001615,0.0,52.0,56.95165200000005,7.0,0.0,rf0250
249,1.0,37.0,37.2060000000009,0.0,2.0,25.1222352,7.0,0.0,rf0251
250,1.0,38.0,32.30472000000091,-0.0,-30.0,-58.525127999999995,7.0,0.0,rf0252
251,1.0,38.0,42.91392000000087,-0.0,-20.0,-52.89615600000005,7.0,0.0,rf0253
252,1.0,38.0,47.43048000000101,1.0,4.0,18.69131999999979,7.0,0.0,rf0254
253,1.0,39.0,17.151840000001073,0.0,20.0,22.100208000000094,7.0,0.0,rf0255
254,1.0,40.0,14.489520000001335,-0.0,-30.0,-54.32187599999992,7.0,0.0,rf0256
255,1.0,40.0,52.9394400000011,-0.0,-12.0,-49.44697200000004,7.0,0.0,rf0257
256,1.0,42.0,30.938880000001205,-0.0,-49.0,-9.546744000000302,7.0,0.0,rf0258
257,1.0,45.0,3.36528000000186,-0.0,-18.0,-3.8668679999999966,7.0,0.0,rf0259
258,1.0,46.0,54.68808000000081,-0.0,-36.0,-50.087951999999945,7.0,0.0,rf0260
259,1.0,47.0,49.863120000001686,-0.0,-18.0,-14.792184000000006,7.0,0.0,rf0261
260,1.0,48.0,30.173040000000952,-0.0,-12.0,-45.70667999999998,7.0,0.0,rf0262
261,1.0,48.0,30.59592000000123,-0.0,-3.0,-46.304226000000014,7.0,0.0,rf0263
262,1.0,50.0,7.114560000001546,-0.0,-44.0,-23.71405199999984,7.0,0.0,rf0264
263,1.0,52.0,24.301680000001795,-0.0,-17.0,-7.670184000000191,7.0,0.0,rf0265
264,1.0,52.0,53.83248000000165,-0.0,-54.0,-7.425971999999916,7.0,0.0,rf0266
265,1.0,53.0,59.28576000000163,-0.0,-45.0,-1.3384080000001575,7.0,0.0,rf0267
266,1.0,54.0,8.03856000000195,-0.0,-44.0,-31.898256000000202,7.0,0.0,rf0268
267,1.0,54.0,15.65040000000181,0.0,5.0,13.554027600000005,7.0,0.0,rf0269
268,1.0,54.0,22.394880000001933,-0.0,-37.0,-42.181535999999795,7.0,0.0,rf0270
269,1.0,54.0,26.36688000000163,-0.0,-12.0,-42.69545999999991,7.0,0.0,rf0271
270,1.0,54.0,29.741520000001174,-0.0,-31.0,-34.23295199999991,7.0,0.0,rf0272
271,1.0,54.0,29.68176000000156,1.0,11.0,32.13203999999969,7.0,0.0,rf0273
272,1.0,54.0,32.74560000000221,-0.0,-46.0,-12.258263999999883,7.0,0.0,rf0274
273,1.0,54.0,36.04416000000285,-0.0,-9.0,-22.593527999999985,7.0,0.0,rf0275
274,1.0,54.0,36.42648000000321,-0.0,-4.0,-17.141717999999972,7.0,0.0,rf0276
275,1.0,54.0,41.057760000001906,-0.0,-8.0,-35.61932399999996,7.0,0.0,rf0277
276,1.0,54.0,41.87376000000171,0.0,36.0,42.32440799999992,7.0,0.0,rf0278
277,1.0,54.0,43.41360000000165,-0.0,-16.0,-43.028651999999994,7.0,0.0,rf0279
278,1.0,54.0,46.53888000000151,-0.0,-44.0,-20.152320000000117,7.0,0.0,rf0280
279,1.0,54.0,53.12496000000209,-0.0,-35.0,-49.28301600000026,7.0,0.0,rf0281
280,1.0,55.0,3.5976000000019326,0.0,0.0,46.280973599999996,7.0,0.0,rf0282
281,1.0,55.0,35.910960000001495,-0.0,-23.0,-28.233563999999944,7.0,0.0,rf0283
282,1.0,56.0,10.57464000000067,0.0,15.0,16.13480399999993,7.0,0.0,rf0284
283,1.0,56.0,34.80648000000059,-1.0,-10.0,-57.6519600000006,7.0,0.0,rf0285
284,1.0,56.0,54.864720000001626,-0.0,-38.0,-24.775152000000276,7.0,0.0,rf0286
