name,Unnamed: 0,col1,IAUNAME,RA,DEC,MAG,Z,ZSRC,NSAID,METS,MASS,XCEN,YCEN,OBJNO,PLATE,FIBERID,MJD,VDISP,D4000,D4000ERR,sii_6731_flux,sii_6731_flux_err,S2EW,S2EWERR,S2VMEAS,S2VMERR,S2RATIO,h_alpha_flux,h_alpha_flux_err,HAEW,HAEWERR,HAVMEAS,HAVMERR,nii_6584_flux,nii_6584_flux_err,N2EW,N2EWERR,N2VMEAS,N2VMERR,h_beta_flux,h_beta_flux_err,HBEW,HBEWERR,HBVMEAS,HBVMERR,oi_6300_flux,oi_6300_flux_err,O1EW,O1EWERR,O1VMEAS,O1VMERR,O2FLUX,O2FLUXERR,O2EW,O2EWERR,O2VMEAS,O2VMERR,oiii_5007_flux,oiii_5007_flux_err,O3EW,O3EWERR,O3VMEAS,O3VMERR,AHGEW,AHGEWERR,AHDEW,AHDEWERR,NE3EW,NE3EWERR,NE5EW,NE5EWERR,AV,S2NSAMP,RACAT,DECCAT,ZSDSSLINE,SURVEY,PROGRAMNAME,PLATEQUALITY,TILE,PLUG_RA,PLUG_DEC,name,exth,exti,extj,extk,extg,2kmag,nuvmag,extz,dedeg,e_zmag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,rmag,dgr,2hmag,imag,b_a,r90,e_2hmag,e_imag,e_rmag,absrmag,zmag,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,umag,modelu_j,modelu_k,modelu_i,fsmgr_ave,modelg_i,logmstar_84,modelg_k,modelu_r,logmstar,modelg_r,modelg_j,sfr_nuv,logmstar_16,fsmgr_med,modelu_rcorr,mhi,logmgas,emhi_sys_corr,emhi_rand_corr,confused,emhi,mhi_corr,hitelescope,limflag,grpn,grpcz,grpabsrmag,logmh_dyn,grpsig,logmh_s,fc,logmh,grpms,grprproj,den1mpc,grpmb,grp,grprproj_stack,logmh_dyn_stack,grpsig_stack,logmh_dyn_smooth,ccb,resname,fg,fm16,fa,ccr,morphel,mu_delta,extnuv,meanfsmgre15,logmstare15,absrmagcorr,modelg_jcorr,modelu_icorr,modelg_kcorr,modelu_jcorr,meanfsmgr,modelu_kcorr,modelg_rcorr,modelg_icorr,GroupID,GroupSize,Separation
ECO03496,683,12719,J121853.40+030051.6,184.72258977408242,3.0143179591132814,15.276957,0.022416234,sdss,14081,0.035012428,6927367000.0,186.94683837890625,153.33364868164062,51858882,518,588,52282,81.30570999999998,1.2045817,0.0062361695,1752.2548,22.03669,18.981861,0.36026677,77.14601,1.0282332,0.76181924,5329.2524,46.250324,58.225117,0.8048010999999999,79.403725,0.675635,2186.1946,24.35188,23.88542,0.35309646,79.977615,1.0028986,967.2637,16.469847,10.925736,0.20365584,78.00004,1.8880665,143.91853,11.558874,1.603616,0.1566421,92.55656,8.538309,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,554.2261,13.705896,6.3291035,0.20797434,87.46993,2.6895237,0.77729094,0.2888161,-3.231265,0.2683592,0.46774054,0.25219116,-9999.0,-9999.0,1.9383519,38.07897,184.72252884231082,3.0143362577585764,0.022416234,sdss,legacy,marginal,309,184.72253,3.0143296000000004,ECO03496,0.012,0.0433,0.0187,0.0076,0.0787,11.6108,18.3567,0.0307,3.0142,0.0215,0.107,184.723,0.0571,0.2436,12.8441,5.09685,15.3374,14.6609,0.00182724,12.1024,14.3225,0.4779,16.0145,0.0665,0.021,0.0209,-20.2793,14.0713,0.0291,6610.31,0.0546,0.8454,0.0216,16.7253,3.76166,4.7274699999999985,2.30016,0.126601,0.913221,10.25,3.34053,1.98592,10.07,0.598986,2.37472,0.75686869,9.91,0.125893,1.52468,3439900000,9.59096,557003000,300050000,1,229327000,2785010000,ALFALFA,0,3,6546.73,-20.8526,0.0,74.0649,11.7839,1,11.8049,10.3195,0.0241304,0.760537,10.4255,746,0.115943,0.0,83.3534,12.0204,1.0,rs0797,1,1,0,1.19902,E,9.59309,0.190311,0.126601,10.09,-20.6188,1.91319,1.74893,2.79868,3.0334,0.135349,3.91889,0.404476,0.6287189999999999,,,1.5596158152866422
ECO10119,684,12720,J121853.54+025932.2,184.7231221986929,2.9922634091904063,15.886444,0.022034299,sdss,14082,0.032797746,4335683600.0,211.4144287109375,171.34951782226562,51859682,518,596,52282,82.58348000000002,1.2192117,0.0065498175,1848.5734,21.29362,23.234438,0.399972,96.1855,2.741503,0.92180765,4575.682,39.084476,57.82587,0.7969542,84.721115,1.8055093,2543.6638,25.311867000000003,32.145934999999994,0.42744195,91.41008,2.347317,963.5955,16.594595,11.731054,0.22548315,76.59501,1.5998223,255.76624,10.602046,3.2608602,0.16747878,110.00277,6.9704633000000005,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,920.6061,14.53062,11.361536,0.2455697,89.87351,3.675597,2.0349135,0.30052653,-2.114231,0.2812421,1.3284436000000002,0.26752433,-9999.0,-9999.0,1.5012199,36.70723,184.7231127725787,2.9922799622348486,0.022034299,sdss,legacy,marginal,309,184.72309,2.9922632,ECO10119,0.0119,0.0431,0.0186,0.0076,0.0783,12.202,18.8315,0.0305,2.9923,0.0218,0.1064,184.723,0.0568,0.3304,13.0318,4.39136,15.7681,15.1304,0.00263214,12.7657,14.8102,0.7626,15.5055,0.1844,0.0215,0.021,-19.7631,14.5596,0.0473,6484.95,0.1132,0.4938,0.0212,17.0833,3.56785,4.48405,2.22422,0.183657,0.867302,9.99,3.12713,1.92912,9.85,0.572203,2.21093,0.43935247,9.67,0.125893,1.5141,3332940000,9.05803,1972100000,217286000,1,222196000,2539300000,ALFALFA,0,3,6546.73,-20.8526,0.0,74.0649,11.7839,0,11.8049,10.3195,0.0241304,0.813391,10.4255,746,0.115943,0.0,83.3534,12.0204,1.0,rs0798,1,1,0,1.16235,E,9.58719,0.189337,0.183657,9.85,-20.0882,1.81692,1.7302799999999998,2.65098,2.9267,0.126322,3.76076,0.404314,0.620501,,,0.4339383694863034
ECO10810,691,12748,J122040.32+024529.6,185.16801771399184,2.7582245562250867,17.144924,0.02124574,sdss,14115,0.022465946,171974860.0,139.34239196777344,151.36778259277344,51938783,519,387,52283,39.00082,1.0477296,0.010744284,305.81818,6.27504,19.373264,0.65869164,42.942715,0.9163675,0.7576198000000001,2025.6095,16.960247,127.1606,1.9858571,37.82592,0.41449526,129.04889,4.053007,8.101233,0.35840905,41.828865,2.2135632000000003,565.3719,9.077142,26.303627,0.5297279,39.27281,0.99682623,42.418056,3.9520493,2.5535295,0.29583338,42.920967,8.066791,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2453.6804,23.224882,117.73645,1.7606283,35.65075,0.6011982,6.059717,0.6327308,-0.9132286,0.5494645,5.93299,0.6006284000000001,-9999.0,-9999.0,0.6728701,18.051762,185.1680003574608,2.7582391001395847,0.02124574,sdss,legacy,good,310,185.16801,2.7582417,ECO10810,0.0102,0.0368,0.0159,0.0065,0.0669,0.0,18.8072,0.0261,2.7582,0.0382,0.091,185.168,0.0486,0.0,15.5999,2.98509,17.1824,16.8723,0.0734711,0.0,16.6871,0.6407,9.4308,0.0,0.0248,0.0311,-17.9263,16.5573,0.0405,6249.53,0.1245,0.1527,0.0234,18.0853,2.53451,3.38591,1.36292,2.37956,0.401463,8.77,2.42445,1.20494,8.61,0.243488,1.57306,0.22221842,8.53,3.16228,0.965696,2521290000,9.54775,0,0,0,169340000,0,ALFALFA,0,1,6249.53,-17.9263,0.0,0.0,10.9589,1,11.0069,8.6095,0.0,0.88723,9.5925,7652,0.0,0.0,0.0,0.0,1.0,rs0804,1,1,0,1.26529,E,8.61076,0.161884,2.37956,8.59,-18.1731,1.2413299999999998,1.0593,1.95472,2.05205,1.29459,2.76543,0.15498499999999998,0.248587,,,0.11072114610253704
ECO07577,692,12749,J122304.37+033957.2,185.76821979574177,3.6659155880002365,16.580326,0.021170465,sdss,14116,0.028149724,1234582500.0,171.512939453125,155.7372589111328,51940283,519,402,52283,58.191074,1.1194737,0.006199948,1288.0277,15.650032,23.93565,0.4380951,57.642616,0.6973010000000001,0.7456168000000001,5140.027,43.812614,95.22813,1.3018215,58.18234,0.5231156,1582.9896,17.520979,29.327694,0.4346214,56.57200600000001,0.8327796000000001,1197.8123,16.054203,18.475664,0.2978289,54.649113,0.8679613000000002,77.00717,7.3672595,1.4151549,0.16803423,65.00438,6.1295967000000005,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,488.0401,11.202034,7.687044999999999,0.23599923,59.776943,2.3472178,3.664528,0.32242370000000004,-1.1657254,0.29099748,0.18143575,0.24952072,-9999.0,-9999.0,1.2034056,33.644188,185.76822122161786,3.6658894895199072,0.021170465,sdss,legacy,good,310,185.76822,3.6658878,ECO07577,0.0114,0.0414,0.0179,0.0073,0.0753,13.3167,18.6291,0.0293,3.666,0.0227,0.1023,185.768,0.0546,0.101,14.374,2.57342,16.5503,15.97,0.044181800000000014,13.7556,15.6735,0.6311,11.0015,0.1148,0.0236,0.0274,-18.8505,15.5249,0.1082,6259.85,0.0301,0.0881,0.0234,17.5851,3.12469,3.99142,1.8575,0.16078900000000002,0.762255,9.49,2.89618,1.59421,9.37,0.498964,2.02945,0.46511285,9.21,0.125893,1.15436,377701000,8.72328,0,0,0,49163300,0,GBT,0,1,6259.85,-18.8505,0.0,0.0,11.2639,1,11.1879,9.3775,0.0,0.749578,9.4585,5560,0.0,0.0,0.0,0.0,1.0,rs0812,1,1,0,1.05632,E,9.73851,0.181979,0.16078900000000002,9.37,-19.1639,1.62543,1.33185,2.4134,2.46579,0.150036,3.25376,0.313995,0.491491,,,0.8279740343422209
ECO03534,698,12755,J122242.34+030830.6,185.6764279413391,3.1418277769079075,14.595539000000002,0.023084085,sdss,14122,0.026141414,27156537000.0,319.49786376953125,319.3332214355469,51941583,519,415,52283,229.42326,1.6009648,0.00692189,3650.5374,47.06391,16.920578,0.31481346,170.5433,3.7717216,0.83679986,2186.0222,33.2258,10.052531,0.2504193,218.05925,9.759503,4099.4214,45.080784,18.85139,0.27573925,190.70984,4.394943,435.7243,23.414827,2.2029328,0.097064726,170.35246,6.723167,576.7346,25.626041,2.6990178,0.14532892,181.43843,8.729955,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1496.8983,25.909668,7.9506809999999986,0.18182582,201.05553,11.01309,5.6966220000000005,0.24218923,0.303967,0.22838657,3.6917582,0.23438329,-9999.0,-9999.0,1.662921,48.078293,185.6764277058707,3.1418461225456,0.023084085,sdss,legacy,good,310,185.67641,3.1418169,ECO03534,0.0116,0.042,0.0182,0.0074,0.0764,11.1148,18.6954,0.0298,3.1419,0.0214,0.1038,185.677,0.0554,0.2916,11.8772,9.14342,14.2961,13.5246,-0.0951862,11.1294,13.0852,0.8271,49.9194,0.1058,0.0236,0.0481,-21.4724,12.7718,0.0336,6791.69,0.3081,0.092,0.0316,15.8469,3.99183,4.90842,2.65153,0.0513465,1.10609,10.85,3.3629800000000003,2.29987,10.81,0.7544270000000001,2.44638,0.21850061,10.73,0.025118900000000003,2.20542,1102790000,9.18862,0,0,0,0,0,ALFALFA,1,2,6847.74,-21.6282,0.0,99.3548,12.3789,1,12.2049,10.8395,0.105606,0.653987,10.8735,2841,0.16427999999999998,0.0,135.43,12.5969,1.0,rs0808,1,1,0,1.03548,E,10.1715,0.184695,0.0513465,10.81,-21.5871,2.35536,2.54447,3.26855,3.84626,0.00444283,4.75946,0.714516,1.05357,,,2.079681621317547
ECO00801,703,12785,J123451.95+015258.9,188.71699581123002,1.8832937097975304,16.916786,0.014884932,sdss,14161,0.020689698,464731900.0,237.93630981445312,169.684814453125,52010888,520,108,52288,54.561428,1.1282222,0.022645416,103.026276,3.272669,15.098162,0.7622471,43.687943,1.8223932,0.676744,272.7957,3.0466242,39.326084,0.94744384,38.51551,0.70912075,31.725328,2.0169837,4.573507,0.4159609,37.439793,3.9722557,87.25041999999998,4.100587399999998,9.550659,0.42866403,35.831154,2.2334400000000003,12.383404,2.308762,1.7542402,0.4073845999999999,48.582787,7.2044315,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,193.35706,3.9120219,23.025793,0.7791268,38.054184,1.7289754000000002,1.8231639,0.94546396,-1.5835028999999998,0.99006623,4.569605,1.1677306,-9999.0,-9999.0,0.27236062,12.404914,188.7164935338668,1.8830533802838163,0.014884932,sdss,legacy,good,311,188.71667,1.8832034,ECO00801,0.0117,0.0425,0.0184,0.0075,0.0773,0.0,18.9799,0.0301,1.8831,0.032,0.105,188.717,0.056,0.0,14.6081,7.696169999999999,16.791,16.3605,0.0193825,14.6484,16.1697,0.3787,16.4964,0.2663,0.0242,0.0234,-17.6326,15.8436,0.0439,4351.14,0.0363,0.4909,0.0342,17.8652,2.95473,3.87445,1.65953,1.25099,0.5842229999999999,8.87,2.79914,1.43502,8.75,0.359716,1.87943,0.097796928,8.53,1.41254,1.24431,966540000,9.13135,0,0,0,82064700,0,ALFALFA,0,1,4351.14,-17.6326,0.0,0.0,10.9689,1,10.9499,8.6445,0.0,0.229364,9.2555,770,0.0,0.0,0.0,0.0,1.0,rs1343,1,1,0,1.27934,L,7.80347,0.186863,1.25099,8.63,-17.9406,1.40416,1.38068,2.14017,2.40461,0.5807760000000001,3.14063,0.24386,0.380228,,,0.6972402052864006
ECO03601,707,12803,J123012.10+033439.9,187.55040419264614,3.5778070003294733,15.56398,0.017475404,sdss,14185,0.029021481,602444900.0,189.88829040527344,263.008056640625,52038088,520,380,52288,52.724174,1.0262952,0.010080261,285.69586,5.436644,17.851418,0.5784836,43.47382,1.1766075,0.6783093000000001,969.86456,8.894328999999997,59.96446,1.0084426,42.19828,0.4782782999999999,85.76760999999998,3.46995,5.3028107,0.2997579,45.53002,2.6213912999999995,322.3301,8.175661,12.398692,0.32635537,40.039318,0.9244542,37.55213,3.6408691,2.2257483,0.26803526,64.1844,7.290531,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,882.92645,11.00626,36.331207,0.690001,34.709133,0.82542294,0.2009618,0.5285659,-3.7134852,0.5035604,2.1560938,0.5134880999999999,-9999.0,-9999.0,0.15955886,19.456161,187.5504469883541,3.577751114104625,0.017475404,sdss,legacy,good,311,187.55039,3.5777673,ECO03601,0.0161,0.0584,0.0253,0.0103,0.1062,13.7275,16.9361,0.0414,3.5775,0.0281,0.1444,187.551,0.077,0.2657,14.1984,7.488869999999999,15.6041,15.3875,0.014679,13.5003,15.2438,0.6125,19.1928,0.0967,0.0222,0.0208,-19.0289,15.1175,0.0291,5133.16,0.0185,0.1533,0.0213,16.3923,2.11245,2.8983,1.03064,2.73731,0.300346,9.11,2.16801,0.909578,8.87,0.179281,1.38215,0.83473846,8.87,3.16228,0.777151,2207870000,9.4901,0,0,0,101511000,0,ALFALFA,0,1,5133.16,-19.0289,0.0,0.0,11.0889,1,11.2259,8.9415,0.0,0.328579,9.5985,2887,0.0,0.0,0.0,0.0,1.0,rs0842,1,1,0,1.12658,L,8.15155,0.256892,2.73731,8.93,-19.2293,1.08143,0.835117,1.76318,1.77171,3.49824,2.45346,0.086874,0.14484,,,2.3926585209568856
ECO03604,708,12806,J123055.06+032930.7,187.7294122583421,3.4918800373597314,15.164603,0.017447844,sdss,14189,0.020290911,3619504000.0,319.6799621582031,319.6650085449219,52040188,520,401,52288,26.325716,1.1502643999999995,0.0066087055,590.8342,7.9424367,14.775522,0.30932638,48.44482,1.3320141,0.70461506,1809.9756,12.728537,44.892944,0.5345364,45.93552800000001,0.55844754,564.33966,6.8272070000000005,13.997354,0.23384476,46.81611,1.0953201,509.52713,8.804659,10.456481,0.18993813,42.921047,1.2254846,39.52762,4.826244,0.95936006,0.14293470000000005,45.431313,6.5178614,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,271.23526,6.9265122,5.888939,0.20315911,47.092495,1.8345329,2.3663738,0.30821148,-1.8870466,0.29534665,0.5970398,0.28675714,-9999.0,-9999.0,0.6477086999999999,36.047684,187.7294320912832,3.4918618864204682,0.017447844,sdss,legacy,good,311,187.72943,3.4918519,ECO03604,0.0166,0.0602,0.026,0.0106,0.1094,12.3643,17.2974,0.0427,3.4919,0.0217,0.1487,187.73,0.0794,0.0654,13.2859,5.32446,15.1667,14.6627,0.06475449999999999,12.6104,14.1243,0.9405,15.9303,0.0455,0.885,0.0212,-19.737,14.2172,0.2386,5113.95,0.0178,0.0967,0.0223,16.2087,3.06785,3.93571,1.82881,0.48316,0.665369,9.79,2.77227,1.59257,9.71,0.429129,1.90442,0.61459583,9.45,0.28183800000000003,1.31114,3080020000,9.63468,0,0,0,100572000,0,ALFALFA,0,1,5113.95,-19.737,0.0,0.0,11.3629,1,11.4039,9.6245,0.0,0.365186,9.9255,2890,0.0,0.0,0.0,0.0,1.0,rs0847,1,1,0,1.18119,L,9.25969,0.264673,0.48316,9.61,-19.9059,1.61021,1.49127,2.3633,2.5867,0.15221400000000002,3.3397900000000003,0.33465,0.51478,,,2.0978166782829057
ECO07471,713,12834,J124516.36+022656.7,191.3182163485744,2.4491018505845905,16.508425,0.017563684,sdss,14226,0.020233119,515780860.0,98.33723449707031,117.60295867919922,52103826,521,38,52326,46.76791,1.1242471,0.009177822,679.9,9.279533,21.194626,0.46262756,51.48551,1.1613383999999998,0.7444834,2466.3213,23.563446,76.731155,1.1923925,51.03371,0.42028555,292.48123,6.0782847,9.099553,0.2636638,53.55059,1.287068,734.88983,11.794547,16.619345000000006,0.30829933,45.85376,1.0302875,80.62325,5.332278700000002,2.396245,0.19715595,43.619926,2.835862,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1821.3198,16.450537,43.148197,0.58598715,46.77415,0.74166155,3.9324083,0.44166765,-3.1760929,0.40309626,2.7023080000000004,0.43411002,-9999.0,-9999.0,0.48061624,27.124207,191.3181984277908,2.4490905251303223,0.017563684,sdss,legacy,good,312,191.31821,2.4490771,ECO07471,0.0161,0.0584,0.0252,0.0103,0.1061,13.9281,18.4302,0.0414,2.449,0.0726,0.1443,191.318,0.077,0.1304,14.6493,2.75846,16.5718,16.1642,0.0522995,14.1676,15.956,0.7292,9.1683,0.2442,0.0228,0.0227,-18.2212,15.7554,0.0985,5147.67,0.0488,0.1718,0.0219,17.5637,2.7264,3.59616,1.49304,1.1810200000000002,0.551449,9.05,2.65457,1.28369,8.95,0.342102,1.7848099999999998,0.18144623,8.73,1.41254,1.19755,1184990000,9.21984,0,0,0,101935000,0,ALFALFA,0,1,5147.67,-18.2212,0.0,0.0,11.0469,1,11.0609,8.8455,0.0,0.27248,9.3725,5482,0.0,0.0,0.0,0.0,1.0,rs0906,1,1,0,1.14011,E,9.12655,0.256681,1.1810200000000002,8.83,-18.3833,1.46417,1.34431,2.19086,2.39339,0.296238,3.1200900000000003,0.26833,0.415092,,,0.8826831356622044
ECO07439,747,13090,J131212.88+020715.3,198.0536984445044,2.120932968961791,15.481276500000002,0.019400947,sdss,14512,0.021340197,6178658000.0,203.44992065429688,223.4605712890625,52519595,525,195,52295,82.661316,1.416754,0.011304523,751.0306400000002,13.254836,11.546794,0.30865854,96.93238,2.1856806,1.0026597,2385.8962,20.69816,36.10439,0.5140372000000001,88.561554,1.223824,771.06836,11.338549,11.668132,0.23315415,89.93978,2.2716436,516.8937,12.128425,7.806528,0.18251365,87.72674599999998,1.9474818,131.13861,8.152221,2.0163748,0.15609542,96.51057,3.4336836,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1002.8212,13.503024,14.982546,0.27613884,91.47534,2.3449247000000004,4.9645824,0.36794865,0.16153735,0.38022214,2.4497528,0.42455307,-9999.0,-9999.0,1.4178649,34.669167,198.05369293219707,2.1209373061157337,0.019400947,sdss,legacy,marginal,316,198.05369,2.1209269,ECO07439,0.0225,0.0815,0.0352,0.0143,0.1481,12.3288,19.746,0.0578,2.121,0.0239,0.2013,198.054,0.1074,0.1017,13.4061,5.91009,15.6877,14.9525,-0.0414181,12.5379,14.5964,0.6742,20.9578,0.4688,0.0215,0.0252,-19.7123,14.3137,0.0699,5723.78,0.2081,0.1188,0.023,17.1174,3.6516,4.4607199999999985,2.40755,0.073548,0.997938,10.05,3.05111,2.09543,9.95,0.685825,2.242,0.093858349,9.87,0.0562341,1.92724,251322000,8.54636,0,0,0,0,0,AO,1,2,5671.66,-19.8724,0.0,92.3628,11.5419,1,11.4419,9.9625,0.124129,0.476478,10.0135,5446,0.0991086,0.0,98.4775,11.9178,1.0,rs0978,1,1,0,1.13981,E,9.54081,0.358171,0.073548,9.95,-19.856,2.0990900000000003,2.21294,2.91507,3.42842,0.0186062,4.24439,0.597916,0.8836149999999999,,,1.1144114221851569
ECO07381,749,13097,J130934.38+013725.2,197.3932537777946,1.6236642532550019,16.223760000000002,0.01981813,sdss,14519,0.019971998,1399435000.0,121.5141143798828,117.35604095458984,52525895,525,258,52295,55.117813,1.2190725,0.011737431,356.00488,7.548961999999999,12.870029,0.43287775,40.9465,1.3815072,0.68829703,941.17804,9.758438,33.50565,0.5903246999999999,40.220398,0.6172101,241.87517000000003,5.414783,8.610682,0.2660625,46.176655,1.3762937,241.79373,7.8112936,7.33957,0.22437063,39.35192,1.7048925,42.11353,4.9153376,1.4642276,0.20722178,53.871662,7.208794,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,201.27797,6.866786500000001,6.280284,0.2926019,36.272644,1.991981,-0.6171003,0.4459896,-3.0920594,0.46365342,1.2378563,0.5176064,-9999.0,-9999.0,0.9166584,24.799187,197.39325533110642,1.6236800887472442,0.01981813,sdss,legacy,marginal,316,197.39323,1.6236906,ECO07381,0.0219,0.0792,0.0342,0.0139,0.14400000000000002,13.367,18.4162,0.0562,1.6237,0.0445,0.1957,197.393,0.1045,0.2039,14.2768,3.96276,16.3169,15.8541,-0.038467400000000006,13.6759,15.6403,0.6509,8.82353,0.0395,0.0254,0.0214,-18.8252,15.4505,0.0335,5846.83,0.0424,0.0872,0.0372,17.3208,2.84056,3.73297,1.57882,1.2852,0.57877,9.27,2.73292,1.35909,9.09,0.359045,1.84052,0.48989807,8.99,1.41254,1.05736,10204100000,9.17422,213364000,266788000,1,310066000,1066820000,GBT,0,1,5846.83,-18.8252,0.0,0.0,11.1519,1,11.1819,9.0895,0.0,0.458683,9.4335,5426,0.0,0.0,0.0,0.0,1.0,rs0967,1,1,0,1.08771,L,8.62143,0.348287,1.2852,9.09,-19.2448,1.35225,1.16941,2.1155,2.22459,1.19516,2.9878400000000003,0.185017,0.29707,,,0.9031323147815304
ECO07551,751,13124,J131330.45+032143.2,198.37688230940208,3.362020846611564,16.641117,0.019958844,sdss,14551,0.020197853,519210140.0,128.64981079101562,93.54287719726562,52553795,525,537,52295,60.22872,1.2018688,0.011740074,190.52327,6.590569500000001,9.548173,0.51472807,49.162376,2.984893,0.72046685,583.4043,6.869837,28.89666,0.6144519,45.406685,0.8406408000000001,77.953735,3.9858112,3.8611348,0.27564266,40.422016,3.514903,185.57071,7.2329636,6.850011,0.253966,44.848297,1.7519262,35.25732,4.133242,1.7234447,0.2521618,40.48969,10.508901,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,409.7787,7.4153094,15.765687,0.4241117,42.15728,1.2075497,-1.1165442,0.48930198,-4.6451726,0.46067128,2.4867034,0.55772054,-9999.0,-9999.0,0.28854445,20.776093,198.37689881718185,3.362016130119505,0.019958844,sdss,legacy,marginal,316,198.3769,3.3620068999999995,ECO07551,0.0172,0.0624,0.027000000000000003,0.011,0.1134,14.0295,18.5351,0.0442,3.3621,0.0648,0.1542,198.377,0.0823,0.4239,15.4834,4.09354,16.7817,16.4353,-0.0797749,14.5721,16.262,0.4554,9.81632,0.2369,0.023,0.0289,-18.2878,16.1017,0.0335,5917.13,0.0561,0.2067,0.0269,17.7688,2.54399,3.35969,1.4056799999999998,1.53509,0.431938,8.95,2.38594,1.2425,8.75,0.268755,1.57025,0.25484326,8.67,1.41254,1.03453,993099000,9.14312,0,0,0,117825000,0,ALFALFA,0,1,5917.13,-18.2878,0.0,0.0,11.0219,1,11.0749,8.7835,0.0,0.5586939999999999,9.2995,5543,0.0,0.0,0.0,0.0,1.0,rs0981,1,1,0,1.18366,L,8.333210000000001,0.274329,1.53509,8.77,-18.493,1.25771,1.13169,1.97517,2.12638,1.37684,2.84385,0.165857,0.263014,,,0.506490055350002
ECO03991,758,13132,J131635.84+030351.8,199.14938067237802,3.0644055906546392,15.026756,0.02012058,sdss,14561,0.024212807000000003,5281723000.0,241.08241271972656,185.5654296875,52561595,525,615,52295,48.700783,1.240387,0.009413732,357.6460600000001,8.319002000000001,10.729398,0.38391465,48.46315,1.6898396,0.80213165,720.05225,8.423283,21.334333,0.42796698,48.31469,0.58456635,250.1595,5.95032,7.411942999999999,0.24352321,50.5697,1.175836,178.36937,8.055591,4.5616894,0.18871532,49.03669,1.5735155,35.377247,5.0293684,1.0313172,0.18301865,75.05409,8.185446,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,98.125565,6.816663,2.5836256,0.23723732,54.96338299999999,3.8770797,-1.207255,0.38424566,-4.1477337,0.3659144,0.79766804,0.3896311,-9999.0,-9999.0,1.0237535,27.80541,199.149334671895,3.064398393393529,0.02012058,sdss,legacy,marginal,316,199.14932,3.0643863,ECO03991,0.0175,0.0635,0.0275,0.0112,0.1156,12.1193,17.5178,0.0451,3.0644,0.0297,0.157,199.15,0.0838,0.1598,12.9169,12.8556,15.0686,14.5824,-0.0475655,12.2907,14.3177,0.3215,30.5006,0.1021,0.0211,0.0235,-20.1501,14.1299,0.0376,5949.19,0.0273,0.0932,0.0206,16.2803,3.07788,3.98602,1.77865,0.73457,0.6559050000000001,9.95,2.86327,1.53663,9.77,0.413879,1.95513,0.91940569,9.59,0.630957,1.29337,3533660000,9.54745,503908000,218206000,1,152167000,2519540000,ALFALFA,0,2,5972.71,-20.2466,0.0,41.6972,11.4369,1,11.5579,9.7745,0.0140929,0.5740149999999999,10.0135,483,0.106908,0.0,57.7653,11.5364,1.0,rs0997,1,1,0,1.21755,L,8.28468,0.279435,0.73457,9.73,-20.447,1.52104,1.4470299999999998,2.29129,2.53191,0.388953,3.30216,0.282497,0.436157,,,2.2045433440498354
