name,confidence_level,jhu,name,port
rf0488,-1.0,-1.0,rf0488,0.0
rf0496,-1.0,-1.0,rf0496,0.0
rf0499,-1.0,-1.0,rf0499,0.0
rf0500,-2.0,-1.0,rf0500,-1.0
rf0503,2.0,1.0,rf0503,1.0
rf0513,-1.0,-1.0,rf0513,0.0
rf0630,-2.0,-1.0,rf0630,-1.0
rf0795,-1.0,-1.0,rf0795,0.0
rs0001,-2.0,-1.0,rs0001,-1.0
rs0003,-2.0,-1.0,rs0003,-1.0
rs0010,1.0,1.0,rs0010,0.0
rs0012,-1.0,-1.0,rs0012,0.0
rs0013,-1.0,-1.0,rs0013,0.0
rs0022,1.0,1.0,rs0022,0.0
rs0029,1.0,1.0,rs0029,0.0
rs0030,-2.0,-1.0,rs0030,-1.0
rs0046,-1.0,-1.0,rs0046,0.0
rs0051,-1.0,-1.0,rs0051,0.0
rs0052,-1.0,-1.0,rs0052,0.0
rs0054,-1.0,-1.0,rs0054,0.0
rs0062,-2.0,-1.0,rs0062,-1.0
rs0087,-2.0,-1.0,rs0087,-1.0
rs0088,-2.0,-1.0,rs0088,-1.0
rs0089,-1.0,-1.0,rs0089,0.0
rs0090,-2.0,-1.0,rs0090,-1.0
rs0092,-2.0,-1.0,rs0092,-1.0
rs0093,-1.0,-1.0,rs0093,0.0
rs0094,-2.0,-1.0,rs0094,-1.0
rs0095,-2.0,-1.0,rs0095,-1.0
rs0096,-2.0,-1.0,rs0096,-1.0
rs0097,-2.0,-1.0,rs0097,-1.0
rs0104,-2.0,-1.0,rs0104,-1.0
rs0107,1.0,1.0,rs0107,0.0
rs0113,-2.0,-1.0,rs0113,-1.0
rs0122,-1.0,-1.0,rs0122,0.0
rs0124,1.0,1.0,rs0124,0.0
rs0127,-2.0,-1.0,rs0127,-1.0
rs0133,-1.0,-1.0,rs0133,0.0
rs0134,-1.0,-1.0,rs0134,0.0
rs0136,2.0,1.0,rs0136,1.0
rs0138,-1.0,-1.0,rs0138,0.0
rs0140,-2.0,-1.0,rs0140,-1.0
rs0141,-2.0,-1.0,rs0141,-1.0
rs0143,-2.0,-1.0,rs0143,-1.0
rs0145,-2.0,-1.0,rs0145,-1.0
rs0146,-2.0,-1.0,rs0146,-1.0
rs0147,-1.0,-1.0,rs0147,0.0
rs0150,1.0,1.0,rs0150,0.0
rs0156,-2.0,-1.0,rs0156,-1.0
rs0159,1.0,1.0,rs0159,0.0
rs0163,-2.0,-1.0,rs0163,-1.0
rs0167,-2.0,-1.0,rs0167,-1.0
rs0168,-2.0,-1.0,rs0168,-1.0
rs0175,-2.0,-1.0,rs0175,-1.0
rs0181,2.0,1.0,rs0181,1.0
rs0183,-1.0,-1.0,rs0183,0.0
rs0201,-1.0,-1.0,rs0201,0.0
rs0203,-1.0,-1.0,rs0203,0.0
rs0206,-2.0,-1.0,rs0206,-1.0
rs0218,-1.0,-1.0,rs0218,0.0
rs0221,-1.0,-1.0,rs0221,0.0
rs0225,-2.0,-1.0,rs0225,-1.0
rs0226,-2.0,-1.0,rs0226,-1.0
rs0231,-1.0,-1.0,rs0231,0.0
rs0237,-2.0,-1.0,rs0237,-1.0
rs0240,-1.0,-1.0,rs0240,0.0
rs0242,-1.0,-1.0,rs0242,0.0
rs0243,-2.0,-1.0,rs0243,-1.0
rs0247,-2.0,-1.0,rs0247,-1.0
rs0256,-2.0,-1.0,rs0256,-1.0
rs0259,-2.0,-1.0,rs0259,-1.0
rs0261,2.0,1.0,rs0261,1.0
rs0262,-2.0,-1.0,rs0262,-1.0
rs0264,-2.0,-1.0,rs0264,-1.0
rs0266,2.0,1.0,rs0266,1.0
rs0267,-1.0,-1.0,rs0267,0.0
rs0268,-1.0,-1.0,rs0268,0.0
rs0273,-1.0,-1.0,rs0273,0.0
rs0275,-1.0,-1.0,rs0275,0.0
rs0276,-1.0,-1.0,rs0276,0.0
rs0282,-1.0,-1.0,rs0282,0.0
rs0306,-1.0,-1.0,rs0306,0.0
rs0315,1.0,1.0,rs0315,0.0
rs0316,-1.0,-1.0,rs0316,0.0
rs0318,-2.0,-1.0,rs0318,-1.0
rs0320,-1.0,-1.0,rs0320,0.0
rs0323,-1.0,-1.0,rs0323,0.0
rs0334,-2.0,-1.0,rs0334,-1.0
rs0337,-2.0,-1.0,rs0337,-1.0
rs0339,-1.0,-1.0,rs0339,0.0
rs0341,-2.0,-1.0,rs0341,-1.0
rs0344,-2.0,-1.0,rs0344,-1.0
rs0345,-1.0,-1.0,rs0345,0.0
rs0349,-1.0,-1.0,rs0349,0.0
rs0350,-2.0,-1.0,rs0350,-1.0
rs0354,-1.0,-1.0,rs0354,0.0
rs0358,-2.0,-1.0,rs0358,-1.0
rs0373,-2.0,-1.0,rs0373,-1.0
rs0386,-2.0,-1.0,rs0386,-1.0
rs0391,-1.0,-1.0,rs0391,0.0
rs0392,-2.0,-1.0,rs0392,-1.0
rs0393,-1.0,-1.0,rs0393,0.0
rs0406,2.0,1.0,rs0406,1.0
rs0416,-2.0,-1.0,rs0416,-1.0
rs0419,-2.0,-1.0,rs0419,-1.0
rs0421,1.0,1.0,rs0421,0.0
rs0424,-2.0,-1.0,rs0424,-1.0
rs0425,-2.0,-1.0,rs0425,-1.0
rs0429,-1.0,-1.0,rs0429,0.0
rs0430,-1.0,-1.0,rs0430,0.0
rs0432,-1.0,-1.0,rs0432,0.0
rs0437,-2.0,-1.0,rs0437,-1.0
rs0440,1.0,1.0,rs0440,0.0
rs0444,-2.0,-1.0,rs0444,-1.0
rs0452,-2.0,-1.0,rs0452,-1.0
rs0460,-2.0,-1.0,rs0460,-1.0
rs0463,-2.0,-1.0,rs0463,-1.0
rs0468,-2.0,-1.0,rs0468,-1.0
rs0472,0.0,1.0,rs0472,-1.0
rs0473,-1.0,-1.0,rs0473,0.0
rs0477,-2.0,-1.0,rs0477,-1.0
rs0485,-2.0,-1.0,rs0485,-1.0
rs0493,-2.0,-1.0,rs0493,-1.0
rs0495,-1.0,-1.0,rs0495,0.0
rs0503,1.0,1.0,rs0503,0.0
rs0505,-1.0,-1.0,rs0505,0.0
rs0508,-1.0,-1.0,rs0508,0.0
rs0516,-2.0,-1.0,rs0516,-1.0
rs0517,-2.0,-1.0,rs0517,-1.0
rs0519,-2.0,-1.0,rs0519,-1.0
rs0520,-2.0,-1.0,rs0520,-1.0
rs0528,-1.0,-1.0,rs0528,0.0
rs0532,-2.0,-1.0,rs0532,-1.0
rs0536,-2.0,-1.0,rs0536,-1.0
rs0538,-2.0,-1.0,rs0538,-1.0
rs0541,-2.0,-1.0,rs0541,-1.0
rs0549,-2.0,-1.0,rs0549,-1.0
rs0554,-1.0,-1.0,rs0554,0.0
rs0555,-1.0,-1.0,rs0555,0.0
rs0556,-1.0,-1.0,rs0556,0.0
rs0560,-1.0,-1.0,rs0560,0.0
rs0571,-1.0,-1.0,rs0571,0.0
rs0573,-1.0,-1.0,rs0573,0.0
rs0574,-2.0,-1.0,rs0574,-1.0
rs0586,-2.0,-1.0,rs0586,-1.0
rs0591,-1.0,-1.0,rs0591,0.0
rs0612,2.0,1.0,rs0612,1.0
rs0650,1.0,1.0,rs0650,0.0
rs0656,-1.0,-1.0,rs0656,0.0
rs0660,-2.0,-1.0,rs0660,-1.0
rs0679,-2.0,-1.0,rs0679,-1.0
rs0724,-1.0,-1.0,rs0724,0.0
rs0731,-1.0,-1.0,rs0731,0.0
rs0741,-1.0,-1.0,rs0741,0.0
rs0745,1.0,1.0,rs0745,0.0
rs0751,-2.0,-1.0,rs0751,-1.0
rs0768,-1.0,-1.0,rs0768,0.0
rs0775,1.0,1.0,rs0775,0.0
rs0779,-1.0,-1.0,rs0779,0.0
rs0781,-2.0,-1.0,rs0781,-1.0
rs0788,-2.0,-1.0,rs0788,-1.0
rs0797,-2.0,-1.0,rs0797,-1.0
rs0798,2.0,1.0,rs0798,1.0
rs0804,-2.0,-1.0,rs0804,-1.0
rs0805,-2.0,-1.0,rs0805,-1.0
rs0806,-1.0,-1.0,rs0806,0.0
rs0808,2.0,1.0,rs0808,1.0
rs0809,-1.0,-1.0,rs0809,0.0
rs0812,-2.0,-1.0,rs0812,-1.0
rs0815,-1.0,-1.0,rs0815,0.0
rs0823,-1.0,-1.0,rs0823,0.0
rs0833,-2.0,-1.0,rs0833,-1.0
rs0839,-1.0,-1.0,rs0839,0.0
rs0842,-2.0,-1.0,rs0842,-1.0
rs0847,-2.0,-1.0,rs0847,-1.0
rs0868,-2.0,-1.0,rs0868,-1.0
rs0869,-2.0,-1.0,rs0869,-1.0
rs0871,-1.0,-1.0,rs0871,0.0
rs0906,-2.0,-1.0,rs0906,-1.0
rs0909,1.0,1.0,rs0909,0.0
rs0916,-1.0,-1.0,rs0916,0.0
rs0932,-1.0,-1.0,rs0932,0.0
rs0933,-1.0,-1.0,rs0933,0.0
rs0944,-1.0,-1.0,rs0944,0.0
rs0950,-2.0,-1.0,rs0950,-1.0
rs0957,-2.0,-1.0,rs0957,-1.0
rs0958,-1.0,-1.0,rs0958,0.0
rs0959,-1.0,-1.0,rs0959,0.0
rs0960,-1.0,-1.0,rs0960,0.0
rs0967,-2.0,-1.0,rs0967,-1.0
rs0970,-1.0,-1.0,rs0970,0.0
rs0978,2.0,1.0,rs0978,1.0
rs0981,-2.0,-1.0,rs0981,-1.0
rs0983,-2.0,-1.0,rs0983,-1.0
rs0984,-2.0,-1.0,rs0984,-1.0
rs0985,-1.0,-1.0,rs0985,0.0
rs0991,-1.0,-1.0,rs0991,0.0
rs0995,-2.0,-1.0,rs0995,-1.0
rs0997,-2.0,-1.0,rs0997,-1.0
rs1014,-2.0,-1.0,rs1014,-1.0
rs1016,-2.0,-1.0,rs1016,-1.0
rs1021,-1.0,-1.0,rs1021,0.0
rs1023,2.0,1.0,rs1023,1.0
rs1025,2.0,1.0,rs1025,1.0
rs1029,-1.0,-1.0,rs1029,0.0
rs1030,-1.0,-1.0,rs1030,0.0
rs1035,-2.0,-1.0,rs1035,-1.0
rs1036,2.0,1.0,rs1036,1.0
rs1038,2.0,1.0,rs1038,1.0
rs1047,1.0,1.0,rs1047,0.0
rs1050,-2.0,-1.0,rs1050,-1.0
rs1052,-1.0,-1.0,rs1052,0.0
rs1055,-1.0,-1.0,rs1055,0.0
rs1060,-2.0,-1.0,rs1060,-1.0
rs1062,-1.0,-1.0,rs1062,0.0
rs1072,-1.0,-1.0,rs1072,0.0
rs1074,-2.0,-1.0,rs1074,-1.0
rs1075,1.0,1.0,rs1075,0.0
rs1081,-1.0,-1.0,rs1081,0.0
rs1082,-2.0,-1.0,rs1082,-1.0
rs1084,-2.0,-1.0,rs1084,-1.0
rs1091,-2.0,-1.0,rs1091,-1.0
rs1098,-1.0,-1.0,rs1098,0.0
rs1100,-2.0,-1.0,rs1100,-1.0
rs1102,-2.0,-1.0,rs1102,-1.0
rs1103,-2.0,-1.0,rs1103,-1.0
rs1105,2.0,1.0,rs1105,1.0
rs1106,2.0,1.0,rs1106,1.0
rs1109,-1.0,-1.0,rs1109,0.0
rs1110,-2.0,-1.0,rs1110,-1.0
rs1111,2.0,1.0,rs1111,1.0
rs1112,2.0,1.0,rs1112,1.0
rs1116,2.0,1.0,rs1116,1.0
rs1117,-2.0,-1.0,rs1117,-1.0
rs1118,-1.0,-1.0,rs1118,0.0
rs1121,-2.0,-1.0,rs1121,-1.0
rs1126,-2.0,-1.0,rs1126,-1.0
rs1131,-1.0,-1.0,rs1131,0.0
rs1137,-1.0,-1.0,rs1137,0.0
rs1143,1.0,1.0,rs1143,0.0
rs1150,2.0,1.0,rs1150,1.0
rs1152,1.0,1.0,rs1152,0.0
rs1154,-2.0,-1.0,rs1154,-1.0
rs1159,-2.0,-1.0,rs1159,-1.0
rs1163,-2.0,-1.0,rs1163,-1.0
rs1168,2.0,1.0,rs1168,1.0
rs1169,-2.0,-1.0,rs1169,-1.0
rs1178,-2.0,-1.0,rs1178,-1.0
rs1179,-2.0,-1.0,rs1179,-1.0
rs1185,-1.0,-1.0,rs1185,0.0
rs1188,-2.0,-1.0,rs1188,-1.0
rs1197,2.0,1.0,rs1197,1.0
rs1198,-2.0,-1.0,rs1198,-1.0
rs1200,-1.0,-1.0,rs1200,0.0
rs1209,-2.0,-1.0,rs1209,-1.0
rs1212,-2.0,-1.0,rs1212,-1.0
rs1214,2.0,1.0,rs1214,1.0
rs1220,-2.0,-1.0,rs1220,-1.0
rs1248,-1.0,-1.0,rs1248,0.0
rs1258,-1.0,-1.0,rs1258,0.0
rs1259,-2.0,-1.0,rs1259,-1.0
rs1264,-2.0,-1.0,rs1264,-1.0
rs1266,-2.0,-1.0,rs1266,-1.0
rs1267,-1.0,-1.0,rs1267,0.0
rs1270,-2.0,-1.0,rs1270,-1.0
rs1276,-2.0,-1.0,rs1276,-1.0
rs1284,-2.0,-1.0,rs1284,-1.0
rs1290,-1.0,-1.0,rs1290,0.0
rs1291,-2.0,-1.0,rs1291,-1.0
rs1293,-2.0,-1.0,rs1293,-1.0
rs1296,-2.0,-1.0,rs1296,-1.0
rs1297,-2.0,-1.0,rs1297,-1.0
rs1337,-1.0,-1.0,rs1337,0.0
rs1359,-2.0,-1.0,rs1359,-1.0
rs1437,-2.0,-1.0,rs1437,-1.0
rf0315,1.0,0.0,rf0315,1.0
rs0053,1.0,0.0,rs0053,1.0
rs0121,-1.0,0.0,rs0121,-1.0
