,name,rarad,vlg
105,rf0120,0.29767464802718535,5242.3
106,rf0122,0.30342627585737764,5610.2
107,rf0124,0.30551976338855974,5792.8
108,rf0125,0.3082164192559386,5579.7
109,rf0126,0.30913077979776604,5396.4
110,rf0127,0.3097477013284683,5755.2
111,rf0128,0.31094262354755375,5420.5
112,rf0129,0.3123808970242447,4642.9
113,rf0130,0.3131822474970054,5455.3
114,rf0131,0.31345436178068387,5771.4
115,rf0132,0.3135277354224377,5635.4
116,rf0133,0.31478868344712607,5568.0
117,rf0134,0.31662475236693155,5832.5
118,rf0135,0.3167564898188721,5451.7
119,rf0138,0.31769338256134266,5375.0
120,rf0139,0.31833587316558676,5730.7
121,rf0140,0.31851930726997135,5418.0
122,rf0141,0.3187300034172721,4627.6
123,rf0142,0.31958099105395954,5201.5
124,rf0143,0.32032968494318753,5778.5
125,rf0144,0.3215663554379806,5264.1
126,rf0145,0.32385680337525036,5493.9
127,rf0146,0.3251869187981953,5247.6
128,rf0147,0.32560632141744944,4738.4
129,rf0148,0.32569791629659417,5782.7
130,rf0149,0.3262534022376264,5499.6
131,rf0150,0.3263261126542645,4738.0
132,rf0151,0.32807015036261233,5780.8
133,rf0152,0.3284215549542088,5832.9
134,rf0153,0.32886696297931783,5314.6
135,rf0154,0.3299350870282458,5652.3
136,rf0155,0.3342292427599751,5188.9
137,rf0156,0.33551525371272206,5787.6
138,rf0157,0.34235867225649935,5840.8
139,rf0158,0.3436030396532938,5359.1
140,rf0160,0.3450325166705547,5325.8
141,rf0161,0.34594094309292517,5306.8
142,rf0164,0.3496342692296554,5676.8
143,rf0165,0.35331783897586694,5622.4
144,rf0166,0.35464158394704215,5320.5
145,rf0167,0.3569581071033366,5890.9
146,rf0168,0.35932594293963976,5258.9
147,rf0169,0.36065059548202594,6032.2
148,rf0170,0.36071796519115285,5427.4
149,rf0171,0.36114080610903354,5255.8
150,rf0172,0.36222140926211327,5343.0
151,rf0173,0.3639876999184241,5350.0
152,rf0174,0.36429067162327783,5355.7
153,rf0175,0.36443108336160074,5381.5
154,rf0176,0.3661393592735752,5595.7
155,rf0177,0.3661415234818478,5587.4
156,rf0178,0.36760143904126336,5689.5
157,rf0179,0.36867638732756675,5366.7
158,rf0180,0.3687547875175663,5172.4
159,rf0181,0.3688233440505846,6281.5
160,rf0182,0.36886153185461823,5135.4
161,rf0183,0.3700542375055536,4823.0
162,rf0184,0.3703400526238602,5375.0
163,rf0187,0.37197211000740016,5990.2
164,rf0188,0.3726052805534386,5376.8
165,rf0189,0.3726170091660121,5635.2
166,rf0190,0.3730017146397366,6389.2
167,rf0191,0.37304784369186683,5524.6
168,rf0192,0.3737546671323395,5197.8
169,rf0193,0.3737728883697303,5944.9
170,rf0194,0.3743438553812278,5622.5
171,rf0195,0.3748627766744307,6053.2
172,rf0196,0.3754282284454918,5502.2
173,rf0197,0.3762402079733972,6198.2
174,rf0198,0.37697376985801034,5389.0
175,rf0199,0.3773786687911804,5536.8
176,rf0200,0.37779271324963115,5967.2
177,rf0201,0.377859978239003,6472.1
178,rf0203,0.37856701111898594,5509.3
179,rf0204,0.3785717584145514,6339.6
180,rf0205,0.3788630364134167,4938.5
181,rf0206,0.3793039763956405,5639.2
182,rf0207,0.37940028366376555,6000.8
183,rf0208,0.3798680842631776,5431.2
184,rf0209,0.3800884669878269,5392.7
185,rf0210,0.3806977090698206,5042.8
186,rf0211,0.3812641207719703,5615.5
187,rf0212,0.38219717379008644,5157.9
188,rf0213,0.3822198456170699,4529.4
189,rf0214,0.3822844402526862,5681.6
190,rf0215,0.3827373881001638,5325.2
191,rf0216,0.3828036233452769,5704.1
192,rf0217,0.38342782289896016,5043.6
193,rf0218,0.3841093390652789,5149.8
194,rf0219,0.38412928817862924,5784.5
195,rf0220,0.3866963184424625,5773.7
196,rf0221,0.38824060321791964,5625.0
197,rf0222,0.3883051454936583,5564.5
198,rf0223,0.3902687805284921,4989.6
199,rf0224,0.3915363084444605,5270.2
200,rf0225,0.3929626787756528,5206.7
201,rf0226,0.39314911484635084,5537.7
202,rf0227,0.39474125654989767,5513.7
203,rf0228,0.39637280778795464,5220.3
204,rf0229,0.3979685972296379,4691.5
205,rf0230,0.39873062543435117,4915.2
206,rf0231,0.3989824240855363,5629.0
207,rf0232,0.39909876773347436,5469.1
208,rf0233,0.4001279883933756,5510.9
209,rf0234,0.4010365893486711,5472.2
210,rf0236,0.40452072032125735,5014.4
211,rf0237,0.4059330931118487,4718.8
212,rf0238,0.40632184774943786,5055.1
213,rf0239,0.4083134778654737,4643.8
214,rf0241,0.4090363059751872,5846.6
215,rf0242,0.41033359175490197,4743.5
216,rf0243,0.41070344447669216,4918.5
217,rf0244,0.4107317537171594,4989.6
218,rf0245,0.4128812663173307,4873.1
219,rf0246,0.41393647492979396,5086.5
220,rf0247,0.4151558841182848,5309.6
221,rf0248,0.41718072784998605,5259.5
222,rf0249,0.41889282603302236,5245.7
223,rf0250,0.4240534330186117,5766.6
224,rf0251,0.4259480402815291,4995.0
225,rf0252,0.42995493227167264,5182.1
226,rf0253,0.4307264550675167,5184.6
227,rf0254,0.43105490857944956,5064.1
228,rf0256,0.43738602062788895,5275.7
229,rf0257,0.440182177715924,5458.4
230,rf0258,0.4473088981038849,5255.7
231,rf0259,0.45839365871622606,5480.7
232,rf0260,0.4664892811851392,5607.0
233,rf0261,0.4705017233223041,5565.4
234,rf0262,0.4734331434273688,5618.3
235,rf0263,0.4734638961287889,5482.8
236,rf0264,0.4804829297019018,5369.9
237,rf0265,0.4904594585991041,5157.8
238,rf0266,0.4926069989772206,5726.0
239,rf0267,0.49736689581984456,4885.7
240,rf0268,0.49800341739804693,4832.6
241,rf0269,0.4985569660236094,5940.7
242,rf0270,0.4990474384500048,4929.8
243,rf0271,0.49933629044120986,5563.4
244,rf0272,0.49958170118733275,4887.1
245,rf0273,0.4995773553174953,4524.0
246,rf0274,0.49980016404980504,4913.1
247,rf0276,0.5000678451971835,5768.8
248,rf0277,0.5004046413829407,5804.5
249,rf0280,0.5008032396775112,5368.1
250,rf0281,0.5012821929308434,6789.5
251,rf0283,0.5043936786548362,6807.7
252,rf0284,0.5069144926000768,4523.8
253,rf0285,0.5086766817326455,5073.8
254,rf0286,0.5101353581082922,5847.7
255,rf0287,0.5108969674339849,6756.2
256,rf0288,0.5174206940186743,6769.9
257,rf0289,0.5174746595991461,5774.5
258,rf0292,0.5200638555444796,5882.7
259,rf0293,0.5247410412338516,6885.2
260,rf0294,0.5331865673112045,5995.3
261,rf0295,0.5332279490677693,5962.4
262,rf0296,0.5397017243292667,5018.3
263,rf0297,0.5432740118823713,5894.6
264,rf0298,0.5444849038641123,6064.9
265,rf0299,0.5445459729346395,5951.4
266,rf0300,0.5467460302699485,5989.5
267,rf0301,0.5487888857995302,5923.3
268,rf0302,0.5528736892874828,6047.7
269,rf0303,0.5541344104193684,5993.8
270,rf0304,0.5562230982951075,6053.7
271,rf0305,0.5620130884622587,6165.4
272,rf0306,0.5670131251566646,6157.8
273,rf0307,0.5702965083586864,5964.2
274,rf0309,0.5720618390839084,5967.1
275,rf0310,0.5721999295343263,6057.8
276,rf0314,0.5799979210058969,6279.2
277,rf0315,0.5831148696104484,6063.4
278,rf0316,0.5848183982268575,6064.1
279,rf0318,0.5968788327976485,6205.0
280,rf0319,0.5981245615512595,6487.2
281,rf0320,0.6036587039033607,6687.8
282,rf0321,0.6064908845871568,6206.4
283,rf0322,0.6157842567085435,6492.7
284,rf0323,0.6193765980947534,6273.1
285,rf0324,0.637137312909143,6962.7
286,rf0325,0.637536801321632,6452.4
287,rf0326,0.6387307985162138,6374.5
288,rf0327,0.6438056923822378,6361.5
289,rf0328,0.6484342706519417,6430.6
290,rf0329,0.6497518022509796,6102.7
291,rf0330,0.652291273765924,6594.8
292,rf0331,0.6526008428153501,6478.2
293,rf0332,0.6529922154468173,6101.1
294,rf0333,0.6537376630236368,6761.7
295,rf0334,0.6542385725189591,6652.0
296,rf0335,0.6580817177186805,5936.7
297,rf0336,0.6598275356628656,6634.2
298,rf0337,0.6607629797820568,6615.0
299,rf0338,0.6613090758517134,6244.0
300,rf0339,0.6616049266132189,6153.4
301,rf0340,0.6619509206841342,6966.6
302,rf0341,0.6620044150257078,6328.4
303,rf0342,0.662017836607656,6368.0
304,rf0343,0.662101664771629,6004.2
305,rf0344,0.6625279439881361,5934.7
306,rf0345,0.6628186983882258,6328.1
307,rf0346,0.6630646501864169,6646.5
308,rf0347,0.6631823900977564,6477.6
309,rf0348,0.663195637146779,6581.2
310,rf0349,0.6636141147415298,6738.3
311,rf0350,0.6639741936195086,6323.4
312,rf0351,0.664644016079839,6567.0
313,rf0352,0.6647986173449806,6544.9
314,rf0354,0.6654094127700086,6239.1
315,rf0355,0.665777694695472,6702.4
316,rf0356,0.6658863065348236,6532.9
317,rf0357,0.6659023286573569,6532.9
318,rf0358,0.666004378058721,6577.4
319,rf0359,0.6660827258888429,6177.5
320,rf0360,0.6661094992395686,6727.1
321,rf0361,0.6661458195413026,6219.1
322,rf0362,0.6663210505982029,6764.8
323,rf0363,0.666677813350603,6885.6
324,rf0364,0.6667887115712746,6738.6
325,rf0365,0.666878177148732,6353.5
326,rf0366,0.6668729935208536,6146.6
327,rf0367,0.6669200301441948,6496.4
328,rf0368,0.6672885389624609,6619.5
329,rf0369,0.6672947174280128,6362.7
330,rf0370,0.6675451896289665,6847.5
331,rf0371,0.6676529637102772,6923.4
332,rf0372,0.6676798592340505,6735.4
333,rf0373,0.6679062982512042,6961.4
334,rf0374,0.6679211510031388,6521.4
335,rf0375,0.6698855365295509,6316.8
336,rf0376,0.6713143677749885,6596.3
337,rf0377,0.6713446492375107,6735.5
338,rf0378,0.6716811487172952,6618.6
339,rf0379,0.6749359957860469,6384.5
340,rf0380,0.682397924110146,6620.6
341,rf0381,0.6872970458672014,6826.5
342,rf0382,0.6928838098962502,6761.6
343,rf0383,0.6945375966289774,6184.9
344,rf0385,0.7050385795131114,6563.2
345,rf0386,0.707853917769626,6647.4
346,rf0387,0.7079085989350911,6723.3
347,rf0388,0.7156951585000609,6819.0
348,rf0389,0.7167781003943384,6652.4
349,rf0391,0.724653095792507,6953.5
350,rf0392,0.7259678523180343,6323.7
351,rf0393,0.7281607538034099,6569.1
352,rf0394,0.7307021102739464,6445.2
353,rf0395,0.7307463543704845,6605.3
354,rf0396,0.7358513551661053,6530.2
355,rf0397,0.7367347012071247,6498.1
356,rf0398,0.7370183172105739,6927.3
357,rf0399,0.7399780989159833,6589.7
358,rf0400,0.7403800133361326,6605.4
359,rf0401,0.7418209222599941,6371.1
360,rf0403,0.7425981697357846,6386.1
361,rf0404,0.7470960577510992,6839.8
362,rf0405,0.7486825096812845,6992.9
363,rf0406,0.7501010434841354,6767.6
364,rf0407,0.750210423268358,6890.2
365,rf0409,0.7532177302892993,6752.3
366,rf0411,0.7562977128202937,6880.8
367,rf0412,0.7608426898188271,6829.7
368,rf0413,0.7608753100225467,6771.7
369,rf0415,0.7671394363342948,5045.3
370,rf0417,0.7699230270517153,6885.0
371,rf0418,0.7731675243180027,4744.0
372,rf0419,5.7675925313931105,5372.7
373,rf0420,5.777678963673312,4981.7
374,rf0421,5.781108361120555,4959.8
375,rf0422,5.781308724918683,4855.3
376,rf0423,5.782441967202004,4938.6
377,rf0424,5.784471261523297,5145.8
378,rf0425,5.811896667257435,5040.7
379,rf0426,5.831934617866657,5009.8
380,rf0427,5.8419746243887545,4996.9
381,rf0428,5.86990076508529,4948.8
382,rf0429,5.881337733140683,5028.1
383,rf0430,5.883896560357032,6968.7
384,rf0431,5.907196531338231,4851.8
385,rf0432,5.91061231521731,4860.3
386,rf0433,5.922722107699347,5021.7
387,rf0434,5.937630710169882,5027.1
388,rf0435,5.95335036714382,5040.8
389,rf0436,5.9549803301322575,5322.0
390,rf0437,5.960608318838238,5135.4
391,rf0438,5.9649794959498585,4852.2
392,rf0439,5.96753169091505,4904.6
393,rf0440,5.969267944454933,5069.6
394,rf0441,5.975917125306255,5163.3
395,rf0443,5.976839880881785,4977.2
396,rf0444,5.988127797819058,5104.9
397,rf0445,5.9896574043755075,5241.7
398,rf0446,5.989876443196632,4944.9
399,rf0447,5.990063367959521,4916.1
400,rf0448,5.990734796122763,5205.8
401,rf0449,5.991075484392752,5074.6
402,rf0450,5.991169906705285,5089.8
403,rf0452,6.009842311707747,5131.6
404,rf0453,6.0129875695527675,5035.7
405,rf0454,6.017256121304367,5078.8
406,rf0455,6.0391408047951245,5079.1
407,rf0456,6.047244019446285,5051.2
408,rf0458,6.050180012313988,5160.0
409,rf0459,6.0504117920386555,5089.3
410,rf0460,6.061949640124812,4941.2
411,rf0461,6.062326805776168,4773.8
412,rf0462,6.083888079756532,4502.4
413,rf0463,6.084885884489896,4569.5
414,rf0464,6.111215223453781,4536.4
415,rf0465,6.127625856278583,5743.0
416,rf0466,6.129354953968535,5659.9
417,rf0467,6.151701451579369,5660.6
418,rf0468,6.154155559040598,5379.8
419,rf0469,6.154617373160676,5297.4
420,rf0470,6.154710050143957,5332.7
421,rf0471,6.154776896254308,5289.6
422,rf0472,6.155712218200452,5626.3
423,rf0473,6.158340858586881,5258.6
424,rf0474,6.160997598774267,5472.2
425,rf0475,6.161448940918835,5304.7
426,rf0476,6.162261042619785,5492.1
427,rf0477,6.162853058302062,5438.9
428,rf0478,6.163618734244912,5485.2
429,rf0479,6.164005673740079,5540.1
430,rf0480,6.165327760648464,5407.7
431,rf0481,6.175115916159498,5451.9
432,rf0482,6.178212653851316,6865.1
433,rf0484,6.192185759842779,5398.6
434,rf0485,6.199150845288713,5885.4
435,rf0486,6.2006062753519515,5421.0
436,rf0487,6.205492324592909,6766.5
437,rf0488,6.206537951347779,6728.0
438,rf0489,6.209675529744089,6921.9
439,rf0490,6.213079096318403,6803.1
440,rf0491,6.213520490086233,6921.2
441,rf0492,6.214645878387918,6604.7
442,rf0493,6.214986741190833,6795.4
443,rf0494,6.215561827179368,6788.2
444,rf0496,6.226584454070339,6795.7
445,rf0497,6.2310882762051065,6555.1
446,rf0498,6.238805249492803,4676.0
447,rf0499,6.239389236660517,6929.4
448,rf0500,6.240308501577543,6943.8
449,rf0503,6.249927883749909,6936.1
450,rf0504,6.25646152380475,6757.4
451,rf0505,6.259361388356939,6853.2
452,rf0506,6.2619556457571015,6979.0
453,rf0507,6.264051262589972,6844.9
454,rf0508,6.265150296419954,6989.8
455,rf0509,6.2660177250581945,6817.6
456,rf0510,6.266296628672663,6820.6
457,rf0511,6.266369234369547,7027.3
458,rf0512,6.266552493941006,6909.3
459,rf0513,6.266717078489469,6804.3
460,rf0518,0.038581189029730685,6713.2
461,rf0524,0.0885716285410041,5816.0
462,rf0535,0.13872084763564843,5662.2
463,rf0545,0.1783521768416946,6159.2
464,rf0563,0.28115983649933196,5137.7
465,rf0565,0.2828387734265804,5811.8
466,rf0568,0.292300046222009,5346.7
467,rf0571,0.29369760116725097,5501.3
468,rf0572,0.2940588843224138,5478.8
469,rf0583,0.3554443481364969,5640.6
470,rf0591,0.36872380792334336,5318.6
471,rf0597,0.37250323115207457,5429.3
472,rf0600,0.37564848899709347,5388.4
473,rf0607,0.3806771839978171,5530.7
474,rf0615,0.39889269670869143,6718.3
475,rf0622,0.43596979065965064,5228.3
476,rf0629,0.501664681836418,5124.4
477,rf0630,0.5019186097892906,6887.4
478,rf0632,0.5038389606586751,5450.0
479,rf0642,0.5221899807326741,5833.9
480,rf0644,0.5286491301350399,5770.5
481,rf0663,0.6015276568866756,6462.8
482,rf0670,0.6465278126034033,6418.5
483,rf0684,0.6598621629952249,7093.0
484,rf0686,0.6624855499406052,5909.3
485,rf0693,0.6655395968789148,6428.7
486,rf0695,0.6678411276569348,6831.6
487,rf0700,0.6728345321001831,6220.5
488,rf0701,0.6788243973732724,6634.5
489,rf0707,0.7040812489651002,6871.6
490,rf0713,0.7310030399435753,6292.5
491,rf0716,0.7355438456051964,7051.5
492,rf0730,0.7472216865506578,7066.2
493,rf0732,0.7518841067545579,6920.0
494,rf0733,0.7530891867898899,6739.9
495,rf0736,0.7543791945466239,6723.3
496,rf0738,0.755706465082888,6883.0
497,rf0739,0.7586423008709603,6705.2
498,rf0744,0.7736705107551349,4609.9
499,rf0745,5.768907462451563,5345.4
500,rf0783,6.252596841242059,6991.7
501,rf0795,6.2682465105129905,7078.4
502,rf0799,0.5366896700127599,5720.0
503,rf0803,5.987398948323426,5292.0
504,rs0001,2.322526041723823,6422.3
505,rs0002,2.3280299375199873,6009.6
506,rs0003,2.3332669724735213,6922.5
507,rs0010,2.359904362050384,5633.4
508,rs0011,2.3608246741649603,6947.3
509,rs0012,2.3638385087173046,5351.8
510,rs0013,2.364535418687626,5621.4
511,rs0014,2.3664624367147526,6993.3
512,rs0016,2.3807620938092673,5457.6
513,rs0017,2.3870835018270657,6995.2
514,rs0018,2.3941423114538316,5453.5
515,rs0019,2.3950544205209243,4726.2
516,rs0020,2.39876621224114,4769.7
517,rs0022,2.429073331103246,4858.4
518,rs0023,2.435929158938005,4918.1
519,rs0025,2.4395510662017434,5137.3
520,rs0027,2.442160857032251,4779.9
521,rs0029,2.44311014161241,5114.4
522,rs0030,2.4433752571257883,5212.5
523,rs0031,2.443439136176411,4996.3
524,rs0032,2.4436159380296383,4927.8
525,rs0033,2.4445948932070816,5068.8
526,rs0034,2.4450598489198136,5114.9
527,rs0035,2.445623066669432,4836.0
528,rs0038,2.4458805027341013,4976.5
529,rs0039,2.44595834441874,4809.8
530,rs0041,2.446253130529402,4972.8
531,rs0042,2.446816697344871,6944.1
532,rs0044,2.4485726731053026,4725.5
533,rs0045,2.4497231941482167,4892.5
534,rs0046,2.4502565667676266,4785.0
535,rs0047,2.4510182284531967,5787.4
536,rs0048,2.4537468762057646,5117.1
537,rs0049,2.456326821906063,5054.4
538,rs0050,2.457133164020485,4996.7
539,rs0051,2.457511202336465,5017.0
540,rs0052,2.457522721509529,4844.2
541,rs0053,2.459205567974302,4940.3
542,rs0054,2.4599145207164623,4876.8
543,rs0062,2.4716932242393956,5035.1
544,rs0063,2.4728929635672174,4900.5
545,rs0064,2.476099482468981,5143.8
546,rs0065,2.4762518497126806,5195.9
547,rs0068,2.4805589732407523,6730.8
548,rs0069,2.483807380044564,5346.0
549,rs0070,2.4845913819445595,5695.5
550,rs0071,2.4846369350380373,6599.3
551,rs0077,2.488193741520676,5154.9
552,rs0078,2.4926146605159776,5253.0
553,rs0079,2.493270380715952,5383.8
554,rs0080,2.4944839081448635,5248.5
555,rs0081,2.4948519980841093,6960.5
556,rs0082,2.496780761440488,6965.6
557,rs0083,2.4974959973679556,5037.5
558,rs0084,2.5040086934717722,6732.0
559,rs0085,2.5045795906700996,4716.3
560,rs0086,2.504845578848103,6832.0
561,rs0087,2.50531542148274,4647.4
562,rs0088,2.505308440165732,4536.5
563,rs0089,2.5070378869215335,4720.9
564,rs0090,2.5072408687135397,4707.7
565,rs0091,2.507875819495416,6888.9
566,rs0092,2.509154622238352,6792.5
567,rs0093,2.5127278348159603,5304.8
568,rs0094,2.513783235414641,5444.7
569,rs0095,2.5152226084487608,4705.4
570,rs0096,2.5158467381892744,4760.1
571,rs0097,2.5161715439630705,4674.3
572,rs0098,2.516235772079544,5491.5
573,rs0099,2.5176278466909343,6712.0
574,rs0101,2.5209115091456367,6618.8
575,rs0103,2.521818556757898,6555.7
576,rs0104,2.52278703995983,6452.2
577,rs0105,2.52308514219607,6918.6
578,rs0106,2.5232732886894356,6686.3
579,rs0107,2.5233348988120308,6693.4
580,rs0108,2.523734055611962,6615.0
581,rs0109,2.5242325216463315,6829.1
582,rs0111,2.526428669444116,5537.0
583,rs0112,2.5333724618731748,4751.5
584,rs0113,2.5390976654184922,6422.5
585,rs0118,2.5444355804027916,5705.2
586,rs0119,2.545153434324137,6303.9
587,rs0120,2.548862782583401,7022.2
588,rs0121,2.548936610010761,5803.1
589,rs0122,2.5506831609932306,5716.7
590,rs0123,2.551886041913705,6184.4
591,rs0124,2.552116425374969,5802.4
592,rs0125,2.5522253339202927,6295.9
593,rs0126,2.553119117030239,6284.9
594,rs0127,2.5534318800321967,6323.8
595,rs0128,2.555121358748127,5791.5
596,rs0129,2.5568192150444666,5760.3
597,rs0130,2.5570672263311756,5947.3
598,rs0131,2.5571630449071097,4810.5
599,rs0132,2.557443170252055,5890.8
600,rs0133,2.5583800629945257,5824.0
601,rs0134,2.5584404513866446,5801.1
602,rs0135,2.561264917715147,5883.1
603,rs0136,2.562263595113137,5825.5
604,rs0137,2.5628800454049436,5836.8
605,rs0138,2.5638994922210325,4799.1
606,rs0140,2.5663246272166784,5969.1
607,rs0141,2.5663504580896084,5831.1
608,rs0143,2.568626716500059,6282.6
609,rs0145,2.5689998678941355,5855.2
610,rs0146,2.569973587083823,5979.9
611,rs0147,2.570046541846556,5935.5
612,rs0148,2.5706329724752264,5942.0
613,rs0149,2.570965457697731,5803.0
614,rs0150,2.575410985835486,5861.2
615,rs0153,2.5786609634356243,4887.7
616,rs0154,2.580212735673573,5949.0
617,rs0155,2.581268834403955,5984.9
618,rs0156,2.581294316211034,5990.2
619,rs0157,2.5821840850637003,5875.0
620,rs0158,2.5830663490005836,6185.7
621,rs0159,2.583918767807258,5890.9
622,rs0160,2.584904180702934,4861.3
623,rs0162,2.5852419019131943,4819.2
624,rs0163,2.588682120401801,6124.6
625,rs0165,2.5889376366042924,6053.6
626,rs0166,2.5906379363615852,6105.3
627,rs0167,2.590774246576166,5971.9
628,rs0168,2.59082538472325,6046.8
629,rs0169,2.5932894405612155,5981.1
630,rs0170,2.594874024989101,5001.2
631,rs0171,2.597868486386748,4787.6
632,rs0172,2.5995415590077102,4974.8
633,rs0174,2.6046211652627136,6159.9
634,rs0175,2.604814896809685,6264.8
635,rs0176,2.608361580382663,6395.8
636,rs0178,2.6165620098731592,6894.0
637,rs0179,2.620752196341346,6837.5
638,rs0180,2.6216634327438126,6235.3
639,rs0181,2.627230509458899,6847.5
640,rs0182,2.6275366402096982,6236.3
641,rs0183,2.6300223381303884,6268.4
642,rs0184,2.6358339354736797,6247.7
643,rs0185,2.6368273768839146,6380.2
644,rs0186,2.637349230330261,6146.1
645,rs0187,2.638305670760354,6324.9
646,rs0188,2.640762919814236,6545.7
647,rs0189,2.6408686867669076,6571.9
648,rs0190,2.641174119386007,6427.9
649,rs0191,2.6415607098153235,6226.1
650,rs0192,2.6415964890649892,6894.1
651,rs0193,2.6418221601372722,6681.4
652,rs0194,2.642130036217324,5947.4
653,rs0195,2.6423537874274285,6938.2
654,rs0196,2.6434330990368626,6048.5
655,rs0197,2.6434933128960574,6172.5
656,rs0200,2.64388985170211,6310.5
657,rs0201,2.6443270566797343,6635.3
658,rs0202,2.644399836909542,7041.5
659,rs0203,2.644781540416954,6436.9
660,rs0205,2.644936700187456,6601.7
661,rs0206,2.6450721377374107,6543.2
662,rs0207,2.645161498595113,6757.3
663,rs0208,2.6454018304331135,6625.5
664,rs0209,2.6456397188101595,6615.6
665,rs0210,2.646456358367168,6542.0
666,rs0211,2.6468713976632916,6195.7
667,rs0212,2.6491624913723846,6622.9
668,rs0213,2.649397761755554,6214.5
669,rs0214,2.6495309303774808,6405.9
670,rs0215,2.649574912674631,6316.5
671,rs0216,2.6502491333646754,6954.6
672,rs0218,2.65188066714944,6682.9
673,rs0220,2.6520867905341015,5607.9
